Name,TAX ID,KEGG ID,Domain
Pyrococcus yayanosii CH1,529709,pya,archaea
Thermococcus barophilus MP,391623,tba,archaea
Thermococcus gammatolerans EJ3,593117,tga,archaea
Thermococcus kodakarensis KOD1,69014,tko,archaea
Thermococcus onnurineus NA1,523850,ton,archaea
Thermococcus sibiricus MM 739,604354,tsi,archaea
Thermococcus sp. 4557,1042877,the,archaea
Picrophilus torridus DSM 9790,263820,pto,archaea
Thermoplasma acidophilum DSM 1728,273075,tac,archaea
Thermoplasma volcanium GSS1,273116,tvo,archaea
uncultured methanogenic archaeon RC-I,351160,rci,archaea
Candidatus Korarchaeum cryptofilum OPF8,374847,kcr,archaea
Nanoarchaeum equitans Kin4-M,228908,neq,archaea
Cenarchaeum symbiosum A,414004,csy,archaea
Nitrosopumilus maritimus SCM1,436308,nmr,archaea
