"URL","Reference_id","Method","Evaluation","EC value","Enzyme","Reaction","K","Temp","Ionic strength","pH","enthalpy","enthalpy","enthalpy","m(KCl,mol.kg-3)","c(KCl,mol dm-3)","m(KCl,mol.kg-1)","c(Na+,mol dm-3)","c(NaCl,mol dm-3)","c(MnCl2,mol dm-3)","c(MgCl2)","c(MnSO4,mol dm-3)","c c(Mg2+,mol dm-3)","c(MgSO4,mol dm-3)","m(MgCl2,mol.kg-1)","c(CaCl2,mol dm-3)","c(ZnCl2,mol dm-3)","c(Mg)tot(mol dm-3)","c(MgCl2,mol dm-3)","c(Mg2+,mol dm-3)","c(MnSO4)","pMn","pMg","c(total substrate,mol dm-3)","c(nucleotide)tot(mol dm-3)","x(cosolvent)","cosolvent","salt","c(salt,mol dm-3)","c(Tris,mol dm-3)",,"c(spermidine,mol dm-3)","c(phosphate,mol dm-3)","c(orthophosphate)","c(orthophosphate,mol dm-3)","c(tetra-n-propylammonium+,mol dm-3)","buffer","buffer(mol dm-3)","Buffer",,1
"enzyme_data1.pl?col=1.&T1=74BUR_31","74BUR","spectrophotometry","A","1.1.1.1","alcohol dehydrogenase","2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)",0.318,298.75,,7.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.005 mol dm-3)",,4606
"enzyme_data1.pl?col=1.&T1=74BUR_31","74BUR","spectrophotometry","A","1.1.1.1","alcohol dehydrogenase","2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)",0.556,311.35,,7.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.005 mol dm-3)",,4607
"enzyme_data1.pl?col=1.&T1=74BUR_31","74BUR","spectrophotometry","A","1.1.1.1","alcohol dehydrogenase","2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)",0.549,310.15,,7.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.005 mol dm-3)",,4608
"enzyme_data1.pl?col=1.&T1=74BUR_31","74BUR","spectrophotometry","A","1.1.1.1","alcohol dehydrogenase","2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)",0.158,285.85,,7.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.005 mol dm-3)",,4609
"enzyme_data1.pl?col=1.&T1=52BUR_29","52BUR",,"B","1.1.1.1","alcohol dehydrogenase","2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)","7.30E-02",298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.8,298.15,,8.08,,,,,0,,,,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4611
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.84,298.15,,6.5,,,,,0,,,,,,0.005,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4612
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.19,298.15,,7.28,,,,,0,,,,,,0.005,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4613
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.63,298.15,,6.03,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4614
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.83,298.15,,6.04,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4615
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.45,298.15,,6.08,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4616
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.76,298.15,,6.08,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4617
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.21,298.15,,6.23,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4618
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.27,298.15,,6.23,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4619
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.17,298.15,,6.29,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4620
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.54,288,,7.5,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4621
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.55,299.5,,7.5,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4622
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.5,298.15,,6.5,,,,,0,,,,,,0,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4623
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.29,298.15,,7,,,,,0,,,,,,0,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4624
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.68,298.15,,7.5,,,,,0,,,,,,0,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4625
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.15,298.15,,8.5,,,,,0,,,,,,0,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4626
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.4,298.15,,6.5,,,,,0,,,,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4627
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.92,298.15,,7,,,,,0,,,,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4628
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.41,298.15,,8,,,,,0,,,,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4629
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.52,298.15,,8.5,,,,,0,,,,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4630
"enzyme_data1.pl?col=1.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.35,298.15,,6,,,,,0,,,,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4631
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.35,298.15,,6,,,,,0,,,,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4632
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.48,298.15,,6.88,,,,,0,,,,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4633
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.2,298.15,,8.08,,,,,0,,,,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4634
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.91,298.15,,6.5,,,,,0,,,,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4635
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.51,298.15,,6.9,,,,,0,,,,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4636
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.48,298.15,,7.28,,,,,0,,,,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4637
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.21,298.15,,6.29,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4638
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.1,298.15,,6.34,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4639
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.21,298.15,,6.34,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4640
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.63,298.15,,6.49,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4641
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.68,298.15,,6.49,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4642
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.84,298.15,,6.55,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4643
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.09,298.15,,6.74,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4644
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.37,298.15,,6.74,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4645
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.26,298.15,,6.78,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4646
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.26,298.15,,6.84,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4647
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.38,298.15,,7,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4648
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.52,298.15,,7,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4649
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.68,298.15,,7,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4650
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.4,298.15,,7.12,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4651
"enzyme_data1.pl?col=2.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.8,298.15,,7.12,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4652
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.8,298.15,,7.12,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4653
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.56,298.15,,7.38,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4654
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.64,298.15,,7.38,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4655
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5,298.15,,7.38,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4656
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.68,298.15,,7.46,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4657
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.82,298.15,,7.46,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4658
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.86,298.15,,7.46,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4659
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.06,298.15,,7.88,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4660
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.1,298.15,,7.88,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4661
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.92,298.15,,7.88,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4662
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.15,298.15,,7.94,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4663
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5.08,298.15,,8.25,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4664
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.19,298.15,,6.5,,,,,0,,,,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4665
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.36,298.15,,6.34,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4666
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4,298.15,,6.84,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4667
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.71,298.15,,7.85,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4668
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.97,298.15,,8.25,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4669
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",5,298.15,,8,,,,,0,,,,,,0,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4670
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.29,298.15,,7.5,,,,,0,,,,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4671
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",2.12,298.15,,5.92,,,,,0,,,,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4672
"enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.32,298.15,,6.23,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4673
"enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.32,298.15,,6.23,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4674
"enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",3.61,298.15,,6.55,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4675
"enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173","57WOL/BAL","spectrophotometry","A","4.2.1.11","phosphopyruvate hydratase","2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)",4.43,298.15,,7,,,,,0.4,,,,,,0,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.05 mol dm-3)",,4676
