"ENTRY","DELTAG","UNCERTAINTY","CHARGE","REASON ENERGY COULD NOT BE ESTIMATED"
"C13157","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13158","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13159","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13160","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13161","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13162","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13163","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13164","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13165","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13166","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13167","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13168","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13169","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13170","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13171","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13172","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13173","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13174","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13175","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13176","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13177","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13178","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13179","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13180","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13181","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13182","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13183",-1109.36,10.61,0,
"C13184","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13185","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13186","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13187","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13188","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13189","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13190","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13191","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13192","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13193","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13194","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13195","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13196","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13197","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13198","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13199","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13200","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13201","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13202","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13203","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13204","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13205","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13206","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13207","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13208","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13209","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13210","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13211","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13212","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13213","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13214","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13215","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13216","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13217","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13218","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13219","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13220","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13221","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13222","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13223","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13224","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13225","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13226","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13227","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13228","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13229","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13230","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13231","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13232","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13233","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13234","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13235","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13236","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13237","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13238","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13239","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13240",-27.26,0.49,0,
"C13241","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13242","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13243","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13244","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13245","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13246","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13247","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13248","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13249","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13250","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13251","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13252","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13253","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13254","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13255","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13256","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13257","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13258","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13259","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13260","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13261","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13262","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13263","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13264","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13265","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13266","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13267","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13268","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13269",-182.24,2.76,-1,
"C13270","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13271","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13272","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13273","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13274","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13275","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13276","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13277","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13278","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13279","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13280","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13281","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13282","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13283","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13284","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13285","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13286","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13287","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13288","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13289","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13290","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13291","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13292","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13293","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13294","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13295","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13296","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13297",76.66,2.09,0,
"C13298","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13299",-314.09,3.68,0,
"C13300","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13301","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13302","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13303","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13304","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13305","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13306","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13307","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13308","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13309",28.71,2.18,0,
"C13310","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13311",-31.72,2.07,0,
"C13312","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13313","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13314","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13315","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13316","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13317","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13318","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13319","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13320","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13321","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13322","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13323","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13324","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13325","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13326","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13327","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13328","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13329","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13330","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13331","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13332","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13333","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13334","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13335","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13336","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13337","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13338","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13339","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13340","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13341","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13342",-39.86,0.92,0,
"C13343","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13344","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13345","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13346","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13347","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13348","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13349","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13350","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13351","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13352","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13353","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13354","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13355",-35.94,1.46,0,
"C13356","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13357","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13358",-200.82,6.89,0,
"C13359","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13360","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13361","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13362","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13363","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13364","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13365","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13366","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13367","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13368","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13369","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13370","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13371","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13372","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13373","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13374","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13375","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13376","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13377","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13378",-441.38,2.82,-1,
"C13379","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13380","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13381","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13382","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13383","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13384","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13385","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13386","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13387","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13388","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13389","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13391","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13392",75.84,3.97,0,
"C13393","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13394","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13395","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13396","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13397","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13398","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13399","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13400","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13401","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13402","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13403","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13404","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13405","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13406","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13407","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13408","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13409","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13410","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13411","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13412","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13413","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13414","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13415",-43.57,4.98,0,
"C13416","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13417","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13418","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13419","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13420","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13421","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13422",-161.75,6.86,0,
"C13423","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13424","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13425",72.76,3.22,-1,
"C13426",-10.39,1.91,-1,
"C13427","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13428","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13429","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13430","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13431","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13432","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13433",60.72,13.72,0,
"C13434","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13435","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13436","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13437","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13438","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13439","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13440",-138.42,2.11,-1,
"C13441","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13442","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13443","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13444","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13445","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13446","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13447","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13448","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13449","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13450",-403.68,5.48,0,
"C13451",-403.68,5.48,0,
"C13452","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13453",-50.38,6.45,0,
"C13454",-103.08,6.45,-1,
"C13455",-32.74,1.55,0,
"C13456",-40.67,1.5,0,
"C13457","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13459","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13460","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13461","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13462","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13463","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13464","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13465","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13466","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13467","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13468","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13469","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13470","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13471","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13472","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13473","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13474","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13475","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13476","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13477","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13478",137.34,5.87,0,
"C13479","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13480","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13481","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13482",-242.56,1.21,0,
"C13483","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13484","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13485","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13486","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13487","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13488","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13489","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13491","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13492","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13493",-206.97,4.47,0,
"C13494","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13495","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13496","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13497","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13498","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13499","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13500","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13501","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13502","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13503","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C13504","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13505","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13506","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13508","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13509","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13510","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13511","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13512","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13513","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13514","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13515","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13516","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13517","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13518","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13519","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13520","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13522","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13523","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13524","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13525","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13526",-563.82,6.62,-2,
"C13527","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13528","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13529","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13530","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13531","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13532","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13533","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13534","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13535","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13536","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13537","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13538","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13539","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13540","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13541","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13542","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13543","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13544","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13546","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13547","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13548","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13549","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13550",-22.47,6.91,0,
"C13551","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13552","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13553","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13554",-79.74,6.99,0,
"C13555","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13556","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13557","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13558","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13559","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13560","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13561","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13562","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13563","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13564","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13565","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13566","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13567","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13568","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13569",-737.57,7.86,0,
"C13570","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13571","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
