url,reference_id,method,evaluation,ec,enzyme,kegg_reaction,reaction,K,T,I,pH,pMg,comment,Ktype
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69GEO/TRA_756,69GEO/TRA,calorimetry,C,3.1.3.1,alkaline phosphatase,,ADP-3-(aq) + H2O(l) = AMP-2--(aq) + HPO4-2-(aq) + H+(aq),,298.15,0,,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06MCC/ARA_1585,06MCC/ARA,spectrophotometry and enzymatic assay,B,2.7.7,ADP-glucose phosphorylase,C00008 + C00103 = C00498 + C00009,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),0.2,298.15,0.125,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06MCC/ARA_1585,06MCC/ARA,spectrophotometry and enzymatic assay,B,2.7.7,ADP-glucose phosphorylase,C00008 + C00103 = C00498 + C00009,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),0.025,298.15,0.125,7,4,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74JEB/TY_659,74JEB/TY,enzymatic assay and spectrophotometry,B,2.7.4.3,adenylate kinase,,ADP(aq) + ADP-N-1-oxide(aq) = ATP-N-1-oxide(aq) + AMP(aq),0.908,298.15,0.0775,7.4,2.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72KHA/ZHE_862,72KHA/ZHE,"chromatography, electrophoresis, and spectrophotometry",C,3.1.27.-,ribonuclease (unclassified),,adenylyl(3'->5')uridine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + uridine(aq),4.0,273.15,0.05,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72KHA/ZHE_861,72KHA/ZHE,"chromatography, electrophoresis, and spectrophotometry",C,3.1.27.-,ribonuclease (unclassified),,adenylyl(3'->5')cytidine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + cytidine(aq),0.6,273.15,0.05,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72KHA/ZHE_860,72KHA/ZHE,"chromatography, electrophoresis, and spectrophotometry",C,3.1.27.-,ribonuclease (unclassified),,adenylyl(3'->5')adenosine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + adenosine(aq),8.0,273.15,0.05,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55CAR/COH_1223,55CAR/COH,spectrophotometry,C,4.3.2.2,adenylosuccinate lyase,C03794 = C00122 + C00020,adenylosuccinate(aq) = fumarate(aq) + AMP(aq),0.012,298.15,0,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56CAR/COH_1224,56CAR/COH,spectrophotometry,B,4.3.2.2,adenylosuccinate lyase,C03794 = C00122 + C00020,adenylosuccinate(aq) = fumarate(aq) + AMP(aq),0.0074,308.15,0,6.75,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56CAR/COH_1224,56CAR/COH,spectrophotometry,B,4.3.2.2,adenylosuccinate lyase,C03794 = C00122 + C00020,adenylosuccinate(aq) = fumarate(aq) + AMP(aq),0.0068,308.15,0,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56CAR/COH_1224,56CAR/COH,spectrophotometry,B,4.3.2.2,adenylosuccinate lyase,C03794 = C00122 + C00020,adenylosuccinate(aq) = fumarate(aq) + AMP(aq),0.0063,308.15,0,6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=80CAM/SGA_455,80CAM/SGA,spectrophotometry,B,2.4.2.1,purine-nucleoside phosphorylase,C00212 + C00009 = C00147 + C00620,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),0.00541,298.15,0.134,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67SAK/YOR2_454,67SAK/YOR2,electrophoresis,C,2.4.2.1,purine-nucleoside phosphorylase,C00212 + C00009 = C00147 + C00620,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),0.063,310.15,0.05,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67SAK/YOR2_454,67SAK/YOR2,electrophoresis,C,2.4.2.1,purine-nucleoside phosphorylase,C00212 + C00009 = C00147 + C00620,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),0.12,310.15,0.05,9,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),8333.0,298.15,0,6.53,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),2231.0,298.15,0,6.5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),1321.0,298.15,0,9.32,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),1175.0,298.15,0,7.5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),908.0,298.15,0,10.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),587.0,298.15,0,8.12,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),352.0,298.15,0,9.13,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),345.0,298.15,0,9.16,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),318.0,298.15,0,9.16,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),302.0,298.15,0,9.71,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),267.0,298.15,0,9.16,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),255.0,298.15,0,8.52,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),242.0,298.15,0,9.16,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),212.0,298.15,0,8.88,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WOL_1052,67WOL,radioactivity,B,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),191.0,298.15,0,9.23,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.299,7.47,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.277,7.09,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.202,7.49,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.099,7.19,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.095,7.38,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.075,7.86,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,310.15,0.06,7.84,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,304.55,0.06,7.97,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.057,8.17,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1053,93LAR/TEW,calorimetry,A,3.5.4.4,adenosine deaminase,C00212 + C00001 = C00294 + C00014,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,298.15,0.023,8.83,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=80CAM/SGA_950,80CAM/SGA,spectrophotometry,B,3.2.2.7,adenosine nucleosidase,C00212 + C00001 = C00147 + C00121,adenosine(aq) + H2O(l) = adenine(aq) + D-ribose(aq),53.0,298.15,0.0535,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83MIL/RYC_607,83MIL/RYC,NMR,B,2.7.3.2,creatine kinase,,"adenosine 5'-(,-methylene)triphosphate(aq) + creatine(aq) = adenosine 5'-(,-methylene)diphosphate(aq) + phosphocreatine(aq)",0.00143,298.15,0.0313,8.79,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69GRE/RUD_836,69GRE/RUD,calorimetry,A,3.1.4.17,phosphodiesterase I,C00575 + C00001 = C00020,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = AMP(aq),,298.15,0,7.3,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GER/WES_838,75GER/WES,calorimetry,A,3.1.4.17,"3',5'-cyclic-nucleotide phosphodiesterase",C00575 + C00001 = C00020,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = AMP(aq),,298.15,0,7.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GER/WES_838,75GER/WES,calorimetry,A,3.1.4.17,"3',5'-cyclic-nucleotide phosphodiesterase",C00575 + C00001 = C00020,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = AMP(aq),,310.15,0,7.3,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74CHE/PAT_837,74CHE/PAT,calorimetry,B,3.1.4.17,"3',5'-cyclic-nucleotide phosphodiesterase",C00575 + C00001 = C00020,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = AMP(aq),,298.15,0.01,7.8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GER/WES_839,75GER/WES,calorimetry,A,3.1.4.-,phosphohydrolase (unclassified),,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = adenosine 3'-monophosphate(aq),,310.15,0.0155,7.2,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GER/WES_839,75GER/WES,calorimetry,A,3.1.4.-,phosphohydrolase (unclassified),,adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = adenosine 3'-monophosphate(aq),,298.15,0.0155,7.3,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66HOR/HEN_474,66HOR/HEN,,C,2.4.2.7,adenine phosphoribosyltransferase,C00147 + C00119 = C00020 + C00013,adenine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = AMP(aq) + pyrophosphate(aq),290.0,303.15,0.25,7.4,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92KIM/KIN_475,92KIM/KIN,spectrophotometry and fluorimetry,A,2.4.2.7,adenine phosphoribosyltransferase,C00147 + C00119 = C00020 + C00013,adenine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = AMP(aq) + pyrophosphate(aq),2000.0,311.15,0.25,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69KLO_398,69KLO,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0068,298.15,0.05,7.4,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63BER/HOL_396,63BER/HOL,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0068,298.15,0.125,7.4,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71NOJ/TAN_399,71NOJ/TAN,spectrophotometry,B,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0075,300.15,0.0838,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73RAD/HOC_400,73RAD/HOC,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0065,298.15,0.0825,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STA_394,52STA,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.017,301.15,0.000125,8.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55STA_395,55STA,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0135,301.15,0,8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63SLY/STA_397,63SLY/STA,spectrophotometric,B,2.3.1.8,phosphate acetyltransferase,C00024 + C00009 = C00010 + C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),0.0142,303.15,0,6.85,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=94LEU/COO_409,94LEU/COO,spectrophotometry,A,2.3.1.30,serine acetyltransferase,C00024 + C00065 = C00010 + C00979,acetyl-CoA(aq) + L-serine(aq) = CoA(aq) + O-acetyl-L-serine(aq),15.0,298.15,0.025,6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63FRI/SCH_389,63FRI/SCH,spectrophotometry,B,2.3.1.7,carnitine O-acetyltransferase,,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),1.6,308.15,0.125,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69BRE/AAS_390,69BRE/AAS,spectrophotometry,B,2.3.1.7,carnitine O-acetyltransferase,,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),1.5,298.15,0.025,7.5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_391,75PIE/GUY,spectrophotometry,A,2.3.1.7,carnitine O-acetyltransferase,,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),1.73,311.15,0.25,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_391,75PIE/GUY,spectrophotometry,A,2.3.1.7,carnitine O-acetyltransferase,,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),1.6,298.15,0.25,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74KNA/BLA_414,74KNA/BLA,spectrophotometry,C,2.3.1.54,formate C-acetyltransferase,C00024 + C00058 = C00010 + C00022,acetyl-CoA(aq) + formate(aq) = CoA(aq) + pyruvate(aq),0.00133,303.15,0.125,8.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66SCH_385,66SCH,spectrophotometry,C,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),145.0,310.15,0.3,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66SCH_385,66SCH,spectrophotometry,C,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),5100.0,310.15,0,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_388,75PIE/GUY,spectrophotometry,A,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),12.3,311.15,0.25,7.03,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_388,75PIE/GUY,spectrophotometry,A,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),11.7,298.15,0.25,7.03,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68POT/GLO_386,68POT/GLO,spectrophotometry and electrophoresis,C,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),522.0,311.15,0.0025,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71GLO/POT_387,71GLO/POT,spectrophotometry,B,2.3.1.6,choline O-acetyltransferase,C00024 + C00114 = C00010 + C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),41.0,310.15,0.0025,7.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WIL/WAK_411,66WIL/WAK,chromatography and radioactivity,B,2.3.1.38,[acyl-carrier-protein] S-acetyltransferase,C00024 + C00229 = C00010 + C03939,acetyl-CoA(aq) + acyl-carrier protein(aq) = CoA(aq) + acetyl-[acyl-carrier protein](aq),2.09,311.15,0,6.5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=77SRA/FRE_722,77SRA/FRE,spectrophotometry,C,2.8.3.8,acetate CoA-transferase,C00024 + C00164 = C00332 + C00033,acetyl-CoA(aq) + acetoacetate(aq) = acetoacetyl-CoA(aq) + acetate(aq),0.13,298.15,0.0838,8.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50HES_744,50HES,spectrophotometry,B,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),2175.0,296.15,0,5.9,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=49HES_743,49HES,spectrophotometry,C,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),538.0,296.15,0,5.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50HES_744,50HES,spectrophotometry,B,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),510.0,296.15,0,5.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DAS/BRO_746,85DAS/BRO,calorimetry,C,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),,310.15,0.025,,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DAS/BRO_746,85DAS/BRO,calorimetry,C,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),,310.15,0.025,7.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72STU_745,72STU,calorimetry,A,3.1.1.7,acetylcholinesterase,C01996 + C00001 = C00033 + C00114,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),,298.15,0,7.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=70GEO/WIT_755,70GEO/WIT,calorimetry,C,3.1.3.1,alkaline phosphatase,,acetyl phosphate-2-(aq) + H2O(l) = acetate-(aq) + HPO4-2-(aq),,298.15,0,,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,C00227 + C01589 = C02560 + C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),0.006,299.15,0,6.15,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,C00227 + C01589 = C02560 + C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),0.0073,299.15,0,6.45,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,C00227 + C01589 = C02560 + C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),0.011,299.15,0,6.95,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,C00227 + C01589 = C02560 + C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),0.0092,299.15,0,7.3,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,C00227 + C01589 = C02560 + C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),0.0099,299.15,0,7.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52MEY/SHA_815,52MEY/SHA,calorimetry,B,3.1.3.2,acid phosphatase,C00227 + C00001 = C00033 + C00009,acetyl phosphate(aq) + H2O(l) = acetate(aq) + orthophosphate(aq),,306.15,0,5.6,,,K'
