abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
AGAT_SC	1-Acyl-glycerol-3-phosphate acyltransferase, yeast-specific		[c] : (0.01) 1ag3p_SC + (0.02) dcacoa + (0.06) ddcacoa + (0.17) hdcoa + (0.09) ocdycacoa + (0.24) odecoa + (0.27) pmtcoa + (0.05) stcoa + (0.1) tdcoa --> coa + (0.01) pa_SC	Phospholipid Biosynthesis	Cytosol	2.3.1.51	Irreversible	N	1531118	0		
FACOAL160	fatty-acid--CoA ligase (hexadecanoate)		[c] : atp + coa + hdca <==> amp + pmtcoa + ppi	Fatty Acid  Biosynthesis	Cytosol	6.2.1.3	Reversible	N	1451816	0		
PYDXNO	pyridoxine oxidase		[c] : o2 + pydxn <==> h2o2 + pydx	Pyridoxine Metabolism	Cytosol	1.4.3.5	Reversible	N	1448727	0		
ORNTACim	ornithine transacetylase, irreversible, mitochondrial		[m] : acorn + glu-L --> acglu + orn	Arginine and Proline Metabolism	Mitochondria	2.3.1.35	Irreversible	N	1445432	0		
TYRTRS	tyrosyl-tRNA synthetase		[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	6.1.1.1	Irreversible	N	1447889	0		
P5CR	pyrroline-5-carboxylate reductase		[c] : 1pyr5c + (2) h + nadph --> nadp + pro-L	Arginine and Proline Metabolism	Cytosol	1.5.1.2	Irreversible	N	1529974	0		
ASPt2r	L-aspartate reversible transport via proton symport		asp-L[e] + h[e] <==> asp-L[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446845	0		
PFK_2	Phosphofructokinase	Tagatose-6-phophate kinase	[c] : atp + tag6p-D --> adp + h + tagdp-D	Glycolysis/Gluconeogenesis	Cytosol	2.7.1.11	Irreversible	N	1439086	0		
PEPAT	Peptide alpha-N-acetyltransferase		[c] : accoa + pepd --> apep + coa + h	Other Amino Acid Metabolism	Cytosol	2.3.1.88	Irreversible	N	1532000	0		
ACtm	acetate transport, mitochondrial		ac[c] <==> ac[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	327561	0		
PHETRS	Phenylalanyl-tRNA synthetase		[c] : atp + phe-L + trnaphe --> amp + phetrna + ppi	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	6.1.1.20	Irreversible	N	227887	0		
FA181ACPH	fatty-acyl-ACP hydrolase		[c] : h2o + octeACP <==> ACP + h + ocdcea	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512338	0	another enzymatic function of FAS (CYGD)	
ALDD2xm	aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial		[m] : acald + h2o + nad --> ac + (2) h + nadh	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Mitochondria	1.2.1.3	Irreversible	N	1441685	0		
PUNP7	purine-nucleoside phosphorylase (Xanthosine)		[c] : pi + xtsn <==> r1p + xan	Nucleotide Salvage Pathway	Cytosol	2.4.2.1	Reversible	N	145119	0		
FA260tp	fatty acid peroxisomal transport		hexc[c] --> hexc[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459854	0		
SQLS	Squalene synthase		[c] : (2) frdp + h + nadph --> nadp + (2) ppi + sql	Sterol Biosynthesis	Cytosol	2.5.1.21	Irreversible	N	1454665	0	localized to ER membrane (CYGD); assume catalytic domain faces cytosol	
NNAMrm	nicotinamidase, reversible, mitochondrial		[m] : h2o + ncam <==> nac + nh4	NAD Biosynthesis	Mitochondria	3.5.1.19	Reversible	N	1528533	0		
DHAD1m	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate), mitochondrial		[m] : 23dhmb --> 3mob + h2o	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	4.2.1.9	Irreversible	N	1445146	0		
FAS160ACPm	fatty-acyl-ACP synthase (n-C16:0ACP), mitochondrial		[m] : (3) h + malACP + myrsACP + (2) nadph --> ACP + co2 + h2o + (2) nadp + palmACP	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513053	0		
ILEt2r	L-isoleucine reversible transport via proton symport		h[e] + ile-L[e] <==> h[c] + ile-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446870	0		
H2Otv	H2O transport, vacuolar		h2o[c] <==> h2o[v]	Transport, Vacuolar	Cytosol, Vacuole		Reversible	Y	1441747	0		
MAN1PT	mannose-1-phosphate guanylyltransferase		[c] : gtp + h + man1p --> gdpmann + ppi	Fructose and Mannose Metabolism	Cytosol	2.7.7.13	Irreversible	N	1530242	0		
GTHO	glutathione oxidoreductase		[c] : gthox + h + nadph --> (2) gthrd + nadp	Other Amino Acid Metabolism	Cytosol	1.8.1.7	Irreversible	N	1445973	0		
ASNS1	asparagine synthase (glutamine-hydrolysing)		[c] : asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi	Alanine and Aspartate Metabolism	Cytosol	6.3.5.4	Irreversible	N	138207	0		
H2Oter	H2O endoplasmic reticulum transport		h2o[c] <==> h2o[r]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1459381	0		
ADA	Adenosine deaminase		[c] : adn + h + h2o --> ins + nh4	Nucleotide Salvage Pathway	Cytosol	3.5.4.4	Irreversible	N	1529051	0		
ASPTRSm	Aspartyl-tRNA synthetase, mitochondrial		[m] : asp-L + atp + trnaasp --> amp + asptrna + ppi	Alanine and Aspartate Metabolism	Mitochondria	6.1.1.12	Irreversible	N	1443799	0		
PPCK	phosphoenolpyruvate carboxykinase		[c] : atp + oaa --> adp + co2 + pep	Anaplerotic reactions	Cytosol	4.1.1.49	Irreversible	N	135817	0		
ADK4	adentylate kinase (ITP)		[c] : amp + itp <==> adp + idp	Nucleotide Salvage Pathway	Cytosol		Reversible	N	1441507	0		
ECOAH11p	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexacosyl-CoA), peroxisomal		[x] : h2o + hxc2coa <==> 3hxccoa	Fatty Acid Degradation	Peroxisome	4.2.1.17	Reversible	N	1457703	0	peroxisomal according to CYGD	
ACGKm	acetylglutamate kinase, mitochondrial		[m] : acglu + atp --> acg5p + adp	Arginine and Proline Metabolism	Mitochondria	2.7.2.8	Irreversible	N	1445415	0		
GLNTRS	Glutaminyl-tRNA synthetase		[c] : atp + gln-L + trnagln --> amp + glntrna + ppi	Glutamine Metabolism	Cytosol	6.1.1.18	Irreversible	N	227775	0		
FMETTRSm	Methionyl-tRNA formyltransferase, mitochondrial		[m] : 10fthf + mettrna --> fmettrna + h + thf	Folate Metabolism	Mitochondria	2.1.2.9	Irreversible	N	1531940	0		
GLNt2r	L-glutamine reversible transport via proton symport		gln-L[e] + h[e] <==> gln-L[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446860	0		
PDX5PO	pyridoxine 5'-phosphate oxidase		[c] : o2 + pdx5p <==> h2o2 + pydx5p	Pyridoxine Metabolism	Cytosol	1.4.3.5	Reversible	N	1448722	0		
METS [deleted 07/26/2004  01:28:39 PM]	methionine synthase		[c] : 5mthf + hcys-L --> met-L + thf	Methionine Metabolism	Cytosol	2.1.1.13	Irreversible	N	141558	0	METS reaction added to MET6 based on numerous figures in which methyl-THF/THF are shown as cofactors.////See Cherest et al JBC 2000	
SBT_Dt	D-sorbitol transport via passive diffusion		sbt-D[e] <==> sbt-D[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1457605	0	added according to Walker book	
CYSS	cysteine synthase	O-acetyl-L-serine sulfhydrylase, O-acetyl-L-serine sulfohydrolase, O-acetylserine (thiol)-lyase, O-acetylserine (thiol)-lyase A, O-acetylserine sulfhydrylase, O3-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide), acetylserine sulfhydrylase, cysteine synthetase	[c] : acser + h2s --> ac + cys-L + h	Cysteine Metabolism	Cytosol		Irreversible	N	140984	0		
DCYTt2	deoxycytidine transport in via proton symport		dcyt[e] + h[e] --> dcyt[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218364	0		
FAS140	fatty acid synthase (n-C14:0)		[c] : ddca + (3) h + malcoa + (2) nadph --> co2 + coa + h2o + (2) nadp + ttdca	Fatty Acid  Biosynthesis	Cytosol	2.3.1.85	Irreversible	N	1453551	0	another enzymatic function of FAS (CYGD)	
G6PI	Glucose-6-phosphate isomerase		[c] : g6p <==> g6p-B	Glycolysis/Gluconeogenesis	Cytosol	5.3.1.9	Reversible	N	1449880	0		
GLUDC	Glutamate Decarboxylase		[c] : glu-L + h --> 4abut + co2	Glutamate metabolism	Cytosol	4.1.1.15	Irreversible	N	1440699	0		
ASPTAp	aspartate transaminase, peroxisomal		[x] : akg + asp-L <==> glu-L + oaa	Alanine and Aspartate Metabolism	Peroxisome	2.6.1.1	Reversible	N	1442880	0	added a peroxisomal isozyme according to CYGD	
ILETRSm	isoleucyl-tRNA synthetase, mitochondrial		[m] : atp + ile-L + trnaile --> amp + iletrna + ppi	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	6.1.1.5	Irreversible	N	1447945	0		
DHAK	dihydroxyacetone kinase		[c] : atp + dha --> adp + dhap + h	Glycerolipid Metabolism	Cytosol	2.7.1.29	Irreversible	N	1455525	0		
PPND2	prephenate dehydrogenase (NADP)		[c] : nadp + pphn --> 34hpp + co2 + nadph	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.3.1.13	Irreversible	N	1445545	0		
HXANt2r	hypoxanthine reversible transport via proton symport		h[e] + hxan[e] <==> h[c] + hxan[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446995	0		
ATPS	ATPase, cytosolic		atp[c] + h2o[c] --> adp[c] + h[e] + pi[c]	Transport, Extracellular	Cytosol, Extra-organism	3.6.3.6	Irreversible	Y	1163395	0		
FA182ACPtm	fatty-acyl-ACP mitochondrial transport		ocdcyaACP[m] --> ocdcyaACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489036	0		
DXHPScm	deoxyhypusine synthase, cytosolic/mitochondrial		h2o[c] + q6[m] + spmd[c] --> 13dampp[c] + 4abutn[c] + q6h2[m]	Arginine and Proline Metabolism	Cytosol, Mitochondria	1.5.99.6	Irreversible	Y	1449804	0		
ETOHtm	ethanol transport to mitochondria (diffusion)		etoh[c] <==> etoh[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1441059	0		
CITtcm	citrate transport, mitochondrial		cit[c] + icit[m] <==> cit[m] + icit[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	331656	0		
FAO161p_even	Fatty acid oxidation		[x] : (7) coa + (7) h2o + hdcoa + (7) nad + nadph + (7) o2 --> (8) accoa + (6) h + (7) h2o2 + (7) nadh + nadp	Fatty Acid Degradation	Peroxisome		Irreversible	N	1459486	0	unsaturated fatty acids in model are generic; therefore, can have double bonds at even and/or odd numbered carbons. Have lumped reactions for all combinations.	
G6PDH2er	glucose 6-phosphate dehydrogenase, endoplasmic reticulum		[r] : g6p + nadp --> 6pgl + h + nadph	Pentose Phosphate Pathway	Endoplasmic Reticulum		Irreversible	N	1461427	0	taken from human model in Salway; needed to produce NADPH in endoplasmic reticulum	
ACGAMPM	phosphoacetylglucosamine mutase		[c] : acgam6p <==> acgam1p	Glutamate metabolism	Cytosol	5.4.2.3	Reversible	N	1442726	0		
SERATi	serine O-acetyltransferase, irreversible		[c] : accoa + ser-L --> acser + coa	Cysteine Metabolism	Cytosol	2.3.1.30	Irreversible	N	1444207	0		
FACOAL182	fatty-acid--CoA ligase (octadecynoate)		[c] : atp + coa + ocdcya <==> amp + ocdycacoa + ppi	Fatty Acid  Biosynthesis	Cytosol	6.2.1.3	Reversible	N	1512364	0		
PSERDg_SC	phosphatidylserine decarboxylase, yeast-specific, Golgi		[g] : h + (0.01) ps_SC --> co2 + (0.01) pe_SC	Phospholipid Biosynthesis	Golgi Apparatus	4.1.1.65	Irreversible	N	1531288	0	See Wu & Voelker 2002	
SUCD2_u6m	succinate dehydrogenase (ubiquinone-6), mitochondrial		[m] : q6 + succ <==> fum + q6h2	Citric Acid Cycle	Mitochondria	1.3.5.1	Reversible	N	1449788	0	reaction was added according to CYGD	
FBA2	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase		[c] : f1p <==> dhap + glyald	Glycolysis/Gluconeogenesis	Cytosol	4.1.2.13	Reversible	N	1486531	0	an additional reaction catalyzed by EC 4.1.2.13 (KEGG)	
DMATT	dimethylallyltranstransferase		[c] : dmpp + ipdp --> grdp + ppi	Sterol Biosynthesis	Cytosol	2.5.1.1	Irreversible	N	199300	0		
FMNATm	FMN adenylyltransferase		[m] : atp + fmn + h --> fad + ppi	Riboflavin Metabolism	Mitochondria	2.7.7.2	Irreversible	N	1448669	0		
SERD_L	L-serine deaminase		[c] : ser-L --> nh4 + pyr	Glycine and Serine Metabolism	Cytosol	4.3.1.17	Irreversible	N	142793	0		
MTHFDm [deleted 07/26/2004  02:32:21 PM]	methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial		[m] : mlthf + nadp <==> h + methf + nadph	Folate Metabolism	Mitochondria	1.5.1.5	Reversible	N	1553283	0		
NTD3	5'-nucleotidase (dCMP)		[c] : dcmp + h2o --> dcyt + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143752	0		
FA161COAabcp	fatty acyl-CoA peroxisomal transport via ABC system		atp[x] + h2o[x] + hdcoa[c] --> adp[x] + h[x] + hdcoa[x] + pi[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459706	0		
PANTS	pantothenate synthase	D-pantoate:beta-alanine ligase (AMP-forming), pantoate activating enzyme, pantoate-beta-alanine ligase, pantoic-activating enzyme	[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi	Pantothenate and CoA Biosynthesis	Cytosol	6.3.2.1	Irreversible	N	1529296	0		
TPI	triose-phosphate isomerase		[c] : dhap <==> g3p	Glycolysis/Gluconeogenesis	Cytosol	5.3.1.1	Reversible	N	134757	0		
ADEtm	adenine reversible transport, mitochondria		ade[c] <==> ade[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446807	0		
TRDR	thioredoxin reductase (NADPH)		[c] : h + nadph + trdox --> nadp + trdrd	Purine and Pyrimidine Biosynthesis	Cytosol	1.8.1.9	Irreversible	N	136277	0		
MELTGH	Melibiitol galactohydrolase		[c] : h2o + melt <==> gal + sbt-D	Galactose metabolism	Cytosol	3.2.1.22	Reversible	N	1440208	0		
CPPPGO	coproporphyrinogen oxidase (O2 required)		[c] : cpppg3 + (2) h + o2 --> (2) co2 + (2) h2o + pppg9	Porphyrin and Chlorophyll Metabolism	Cytosol	1.3.3.3	Irreversible	N	1447200	0		
DADK	deoxyadenylate kinase		[c] : atp + damp <==> adp + dadp	Nucleotide Salvage Pathway	Cytosol	2.7.4.11	Reversible	N	144288	0		
MIP2CS326_SC	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific		[c] : (0.01) mipc326_SC + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) mip2c326_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1454496	0		
CHORS	chorismate synthase		[c] : 3psme --> chor + pi	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.2.3.5	Irreversible	N	140050	0		
HISt2m	histidine mitochondrial transport via proton symport		h[m] + his-L[m] <==> h[c] + his-L[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457911	0		
ARGTRSm	Arginyl-tRNA synthetase, mitochondrial		[m] : arg-L + atp + trnaarg --> amp + argtrna + ppi	Arginine and Proline Metabolism	Mitochondria	6.1.1.19	Irreversible	N	1445505	0		
Kt2r	potassium reversible transport  via proton symport		h[e] + k[e] <==> h[c] + k[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1449580	0		
OCDCYAt	Octadecynoate (n-C18:2) transport in via uniport		ocdcya[e] --> ocdcya[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1457054	0		
PSERT	phosphoserine transaminase		[c] : 3php + glu-L --> akg + pser-L	Glycine and Serine Metabolism	Cytosol	2.6.1.52	Irreversible	N	602226	0		
TMDPP	thymidine phosphorylase		[c] : pi + thymd <==> 2dr1p + thym	Purine and Pyrimidine Biosynthesis	Cytosol	2.4.2.4	Reversible	N	145509	0		
FAS182ACPm	fatty-acyl-ACP synthase (n-C18:2ACP), mitochondrial		[m] : (5) h + malACP + (4) nadph + (2) o2 + palmACP --> ACP + co2 + (5) h2o + (4) nadp + ocdcyaACP	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513344	0		
FAS160COA	fatty-acyl-CoA synthase (n-C16:0CoA)		[c] : (3) h + malcoa + (2) nadph + tdcoa --> co2 + coa + h2o + (2) nadp + pmtcoa	Fatty Acid  Biosynthesis	Cytosol	2.3.1.86	Irreversible	N	1453701	0		
PDE3	3',5'-cyclic-nucleotide phosphodiesterase		[c] : 35cimp + h2o --> h + imp	Purine and Pyrimidine Biosynthesis	Cytosol	3.1.4.17	Irreversible	N	1485403	0		
EPMGH	Epimelibiose galactohydrolase		[c] : epm + h2o <==> gal + man	Galactose metabolism	Cytosol	3.2.1.22	Reversible	N	1440115	0		
UMPtn	UMP nuclear transport		ump[c] <==> ump[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471787	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
P5CDm	1-pyrroline-5-carboxylate dehydrogenase, mitochondrial		[m] : 1pyr5c + (2) h2o + nad --> glu-L + h + nadh	Glutamate metabolism	Mitochondria	1.5.1.12	Irreversible	N	1528563	0		
PRO1xm	proline oxidase (NAD), mitochondrial		[m] : nad + pro-L --> 1pyr5c + (2) h + nadh	Arginine and Proline Metabolism	Mitochondria		Irreversible	N	1531087	0		
SUCD3-u6m	succinate dehydrogenase (ubiquinone-6), mitochondrial		[m] : fadh2 + q6 <==> fad + q6h2	Oxidative Phosphorylation	Mitochondria	1.3.5.1	Reversible	N	1449793	0		
THFtm	5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial		thf[c] <==> thf[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446600	0		
IPMD	3-isopropylmalate dehydrogenase		[c] : 3c2hmp + nad --> 3c4mop + h + nadh	Valine, Leucine, and Isoleucine Metabolism	Cytosol	1.1.1.85	Irreversible	N	139274	0		
CERS226	Ceramide-2 synthase (26C)		[c] : hexccoa + psphings --> cer2_26 + coa + h	Sphingolipid Metabolism	Cytosol		Irreversible	N	1530069	0		
GTHP	glutathione peroxidase		[c] : (2) gthrd + h2o2 <==> gthox + (2) h2o	Other Amino Acid Metabolism	Cytosol	1.11.1.9	Reversible	N	1445947	0		
CATp	catalase A, peroxisomal		[x] : (2) h2o2 --> (2) h2o + o2	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Peroxisome	1.11.1.6	Irreversible	N	1489227	0	peroxisomal according to CYGD	
FAO182p_even/odd	Fatty acid oxidation		[x] : (8) coa + (8) h2o + (8) nad + nadph + (7) o2 + ocdycacoa --> (9) accoa + (7) h + (7) h2o2 + (8) nadh + nadp	Fatty Acid Degradation	Peroxisome		Irreversible	N	1532422	0		
MAN6PI	mannose-6-phosphate isomerase		[c] : man6p <==> f6p	Fructose and Mannose Metabolism	Cytosol	5.3.1.8	Reversible	N	136968	0		
ADEt2	adenine transport in via proton symport		ade[e] + h[e] --> ade[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218338	0		
DESAT18	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)		[c] : h + nadph + o2 + stcoa --> (2) h2o + nadp + odecoa	Fatty Acid  Biosynthesis	Cytosol	1.14.19.1	Irreversible	N	1454009	0	added according to CYGD	
G12MT2g	Glycolipid 1,2-alpha-D-mannosyltransferase, Golgi apparatus		[g] : gdpmann + m3macchitppdol --> gdp + h + m4macchitppdol	Glycoprotein Metabolism	Golgi Apparatus	2.4.1.131	Irreversible	N	1530286	0		
HACDp	3-hydroxyacyl-CoA dehydrogenase		[x] : 3hacoa + nad <==> 3oacoa + h + nadh	Fatty Acid  Biosynthesis	Peroxisome	1.1.1.35	Reversible	N	1442309	0	peroxisomal according to CYGD	
TREt2	trehalose transport in via proton symporter		h[e] + tre[e] --> h[c] + tre[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1441908	0		
NTD4	5'-nucleotidase (CMP)		[c] : cmp + h2o --> cytd + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143793	0		
DTMPK	dTMP kinase		[c] : atp + dtmp <==> adp + dtdp	Nucleotide Salvage Pathway	Cytosol	2.7.4.9	Reversible	N	144512	0		
PDHcm	pyruvate dehydrogenase (dihydrolipoamide dehydrogenase)		[m] : dhlam + nad --> h + lpam + nadh	Glycolysis/Gluconeogenesis	Mitochondria	1.8.1.4	Irreversible	N	216233	0		
ILETAm	isoleucine transaminase, mitochondrial		[m] : akg + ile-L <==> 3mop + glu-L	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	2.6.1.42	Reversible	N	1445094	0		
LEUTAm	leucine transaminase, mitochondrial		[m] : akg + leu-L <==> 4mop + glu-L	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	2.6.1.6	Reversible	N	1445064	0		
GCC2cm	glycine-cleavage complex (lipoamide), mitochondrial		[m] : dhlam + nad <==> h + lpam + nadh	Glycine and Serine Metabolism	Mitochondria	1.8.1.4	Reversible	N	1471945	0	added according to KEGG map//	
NDP3g	nucleoside-diphosphatase (GDP), Golgi		[g] : gdp + h2o --> gmp + h + pi	Nucleotide Salvage Pathway	Golgi Apparatus	3.6.1.6	Irreversible	N	1450335	0		
GCCbim	glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial		[m] : alpro + thf --> dhlpro + mlthf + nh4	Glycine and Serine Metabolism	Mitochondria	2.1.2.10	Irreversible	N	1554704	0	added according to KEGG map	
FAO182p_odd/odd	Fatty acid oxidation		[x] : (8) coa + (8) h2o + (8) nad + (6) o2 + ocdycacoa --> (9) accoa + (8) h + (6) h2o2 + (8) nadh	Fatty Acid Degradation	Peroxisome		Irreversible	N	1532399	0		
FAO182p_even/even	Fatty acid oxidation		[x] : (8) coa + (8) h2o + (8) nad + (2) nadph + (8) o2 + ocdycacoa --> (9) accoa + (6) h + (8) h2o2 + (8) nadh + (2) nadp	Fatty Acid Degradation	Peroxisome		Irreversible	N	1459564	0	unsaturated fatty acids in model are generic; therefore, can have double bonds at even and/or odd numbered carbons. Have lumped reactions for all combinations.	
DASYNm_SC	CDP-Diacylglycerol synthetase, yeast-specific, mitochondrial		[m] : ctp + h + (0.01) pa_SC <==> (0.01) cdpdag_SC + ppi	Phospholipid Biosynthesis	Mitochondria	2.7.7.41	Reversible	N	1531149	0		
5AOPtm	5-Aminolevulinate mitochondrial transport		5aop[c] <==> 5aop[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449479	0		
DTTPt	dTTP reversible uniport		dttp[e] <==> dttp[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1447023	0		
TKT2	transketolase		[c] : e4p + xu5p-D <==> f6p + g3p	Pentose Phosphate Pathway	Cytosol	2.2.1.1	Reversible	N	135006	0		
GTPCII	GTP cyclohydrolase II		[c] : gtp + (3) h2o --> 25dhpp + for + (2) h + ppi	Riboflavin Metabolism	Cytosol	3.5.4.25	Irreversible	N	1532278	0		
PROtm	L-proline transport, mitochondrial		pro-L[c] <==> pro-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446615	0		
CYSTtp	cystathione peroxisomal transport		cyst-L[c] <==> cyst-L[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1460321	0		
SBTR	D-sorbitol reductase		[c] : glc-D + h + nadph --> nadp + sbt-D	Alternate Carbon Metabolism	Cytosol	1.1.1.21	Irreversible	N	1512868	0	added according to Lee 1998	
SUCCt2r	succinate transport via proton symport		h[e] + succ[e] <==> h[c] + succ[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1469498	0		
FBA	fructose-bisphosphate aldolase		[c] : fdp <==> dhap + g3p	Glycolysis/Gluconeogenesis	Cytosol	4.1.2.13	Reversible	N	134019	0		
PMDPHT	pyrimidine phosphatase		[c] : 5aprbu + h2o --> 4r5au + pi	Riboflavin Metabolism	Cytosol		Irreversible	N	245565	0		
NADH2-u6m	NADH dehydrogenase, mitochondrial		[m] : h + nadh + q6 --> nad + q6h2	Oxidative Phosphorylation	Mitochondria	1.6.99.3	Irreversible	N	1449825	0		
ACOATA	Acetyl-CoA ACP transacylase		[c] : ACP + accoa <==> acACP + coa	Fatty Acid  Biosynthesis	Cytosol	2.3.1.38	Reversible	N	1512266	0		
DHORD4	dihydoorotic acid (ubiquinone-6)		dhor-S[c] + q6[m] <==> orot[c] + q6h2[m]	Purine and Pyrimidine Biosynthesis	Cytosol, Mitochondria	1.3.3.1	Reversible	Y	1449783	0		
MHPGLUT	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	MetE, cobalamin-independent methioni, homocysteine methylase, methionine synthase (cobalamin, methyltetrahydropteroylpolyglu, methyltransferase, tetrahydropteroylglutamate-hom, tetrahydropteroyltriglutamate 	[c] : hcys-L + mhpglu --> hpglu + met-L	Methionine Metabolism	Cytosol	2.1.1.14	Irreversible	N	1444089	0		
NNAT	nicotinate-nucleotide adenylyltransferase		[c] : atp + h + nicrnt --> dnad + ppi	NAD Biosynthesis	Cytosol	2.7.7.18	Irreversible	N	201010	0		
THRD_Lm	L-threonine deaminase, mitochondrial		[m] : thr-L --> 2obut + nh4	Threonine and Lysine Metabolism	Mitochondria	4.3.1.19	Irreversible	N	1444065	0		
PYK	pyruvate kinase	fluorokinase (phosphorylating);, fluorokinase;, phosphoenol transphosphorylase pyruvate kinase (phosphorylating);, phosphoenolpyruvate kinase;, pyruvate kinase;, pyruvate phosphotransferase, pyruvic kinase;	[c] : adp + h + pep --> atp + pyr	Glycolysis/Gluconeogenesis	Cytosol	2.7.1.40	Irreversible	N	134355	0		
FA180COAabcp	fatty acyl-CoA transport via ABC system		atp[x] + h2o[x] + stcoa[c] --> adp[x] + h[x] + pi[x] + stcoa[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459730	0		
HSDxi	homoserine dehydrogenase (NADH), irreversible		[c] : aspsa + h + nadh --> hom-L + nad	Glycine and Serine Metabolism	Cytosol	1.1.1.3	Irreversible	N	1443987	0		
ADSL1r	adenylsuccinate lyase		[c] : dcamp <==> amp + fum	Purine and Pyrimidine Biosynthesis	Cytosol	4.3.2.2	Reversible	N	1441429	0		
IMPD	IMP dehydrogenase		[c] : h2o + imp + nad --> h + nadh + xmp	Purine and Pyrimidine Biosynthesis	Cytosol	1.1.1.205	Irreversible	N	143139	0		
MCITLm	methyisocitrate lyase, mitochondrial		[m] : 2mcit --> pyr + succ	Anaplerotic reactions	Mitochondria	4.1.3.30	Irreversible	N	1489179	0	mitochondrial according to SGD	
PGL	6-phosphogluconolactonase		[c] : 6pgl + h2o --> 6pgc + h	Pentose Phosphate Pathway	Cytosol	3.1.1.31	Irreversible	N	134860	0		
ICDHyp	Isocitrate dehydrogenase (NADP+)		[x] : icit + nadp --> akg + co2 + nadph	Citric Acid Cycle	Peroxisome	1.1.1.42	Irreversible	N	216930	0	peroxisomal according to CYGD	
