Species, Gene
BGD, bgla_1g34890 bgla_1g35160 bgla_1g35170 bgla_1g35530 bgla_2g05970 bgla_2g05990
PNU, Pnuc_1913 Pnuc_1953
PNE, Pnec_1618 Pnec_1658
BPE, BP0694(rpoP) BP1500
BPA, BPP1966 BPP4034(rpoP)
BBR, BB2153 BB4507(rpoP)
BPT, Bpet0447(ptsN) Bpet2831
BAV, BAV1396 BAV3156(ptsN)
AXY, AXYL_02265 AXYL_06143(ptsN)
TEQ, TEQUI_0101 TEQUI_0851
PUT, PT7_1274 PT7_3340
RFR, Rfer_0601 Rfer_0751
POL, Bpro_0297 Bpro_4612
PNA, Pnap_0237 Pnap_3793
AAV, Aave_0352 Aave_4250 Aave_4252 Aave_4557
AJS, Ajs_0295 Ajs_3926
DIA, Dtpsy_0290 Dtpsy_3274
AAA, Acav_0420 Acav_4151 Acav_4153 Acav_4477
VEI, Veis_0601 Veis_1280 Veis_2219 Veis_2220 Veis_2221 Veis_2222
DAC, Daci_0407 Daci_1001 Daci_2663 Daci_2665
DEL, DelCs14_0420 DelCs14_4010 DelCs14_4012 DelCs14_5521
VAP, Vapar_0404 Vapar_4898
VPE, Varpa_0431 Varpa_5576
CTT, CtCNB1_0322 CtCNB1_4649
ADN, Alide_0426 Alide_4124
ADK, Alide2_0371 Alide2_4477
RTA, Rta_02240 Rta_03440
MPT, Mpe_A0225 Mpe_A0323
HAR, HEAR0147 HEAR2883(ptsN)
MMS, mma_0173 mma_1800(ptsN1) mma_3118(ptsN2)
HSE, Hsero_0088(pts) Hsero_3911(ptsN)
LCH, Lcho_0472 Lcho_1030
TIN, Tint_0032 Tint_0826 Tint_2174 Tint_2176
NEU, NE0060(ptsN) NE2183
NET, Neut_0531 Neut_2305
NIT, NAL212_0722 NAL212_2112
NII, Nit79A3_0534 Nit79A3_0901
NMU, Nmul_A0218
EBA, ebA2794(manX) ebA3391(ptsN)
AZO, azo0502(ptsN) azo3780(ptsL)
DAR, Daro_1083 Daro_4082 Daro_4147
TMZ, Tmz1t_0469 Tmz1t_0706
TBD, Tbd_0531 Tbd_2412
MFA, Mfla_0146
MMB, Mmol_2160
MEH, M301_0226 M301_1125 M301_1127
MEI, Msip34_0198
MEP, MPQ_0209(manX) MPQ_1858 MPQ_1860(fruA)
APP, CAP2UW1_0676 CAP2UW1_4307
SLT, Slit_0103 Slit_0434
GCA, Galf_0111 Galf_0282
SUN, SUN_2239(nagE) SUN_2244(crr)
GSU, GSU0735 GSU1883
GME, Gmet_1287 Gmet_2604
GUR, Gura_0893 Gura_2967 Gura_2970
GLO, Glov_2162 Glov_2559
GBM, Gbem_0873 Gbem_3198
GEO, Geob_1705 Geob_2282 Geob_2285
GEM, GM21_1064 GM21_3386
GEB, GM18_0763 GM18_3199
PCA, Pcar_1933 Pcar_1934 Pcar_1936(ptsN)
PPD, Ppro_0069 Ppro_0978
DVU, DVU0981 DVU1630 DVU1632 DVU1633
DVL, Dvul_1500 Dvul_1501 Dvul_1503 Dvul_2007
DVM, DvMF_0422 DvMF_0423 DvMF_0425 DvMF_2584
DDE, Dde_1180 Dde_1773 Dde_1775 Dde_1776
DDS, Ddes_0970 Ddes_0971
DMA, DMR_25820 DMR_25830 DMR_25850 DMR_35610(dhaM)
DSA, Desal_2250 Desal_2251 Desal_2253 Desal_2543
DAS, Daes_1477 Daes_1479
DBA, Dbac_0145 Dbac_0146 Dbac_0148 Dbac_2617
DRT, Dret_1596 Dret_1597 Dret_1599
DAK, DaAHT2_2205
DPR, Despr_0510
DOL, Dole_0502 Dole_0504 Dole_2109
DAL, Dalk_0135 Dalk_1357 Dalk_1359 Dalk_2864
DAT, HRM2_16390(ptsN1) HRM2_27890(ptsN2) HRM2_27910(manX)
ADE, Adeh_0148 Adeh_0149 Adeh_3653 Adeh_4165
ACP, A2cp1_0166 A2cp1_0167 A2cp1_3794 A2cp1_4318
AFW, Anae109_0153 Anae109_0154 Anae109_3779 Anae109_4310
ANK, AnaeK_0155 AnaeK_0156 AnaeK_3711 AnaeK_4296
MXA, MXAN_0261 MXAN_1066 MXAN_6534 MXAN_6535
MFU, LILAB_03300 LILAB_13805 LILAB_13810
SUR, STAUR_1137 STAUR_1619 STAUR_2094 STAUR_4529 STAUR_4531 STAUR_5312 STAUR_5313(nagE) STAUR_7341 STAUR_7342
SCL, sce2489(fruB) sce2509(ptsN) sce5768
HOH, Hoch_1476 Hoch_1479 Hoch_2757
SAT, SYN_00943 SYN_02844 SYN_02845
DAO, Desac_2100 Desac_2102
SFU, Sfum_2065 Sfum_2067
DBR, Deba_1963 Deba_1965
HMR, Hipma_0503
MLO, mll3194 mll3610 mll3613 mll5091
MCI, Mesci_0465 Mesci_1478 Mesci_1479 Mesci_1480 Mesci_1745 Mesci_2388 Mesci_2389
MOP, Mesop_0398 Mesop_1521 Mesop_1522 Mesop_1523 Mesop_1804
MES, Meso_3574 Meso_3665
PLA, Plav_0114 Plav_0190
SME, SMc01141(ptsN) SMc02753
SMK, Sinme_0012 Sinme_3372
SMD, Smed_0013 Smed_3249
RHI, NGR_c00150 NGR_c33900
ATU, Atu0031 Atu0330(ptsN)
ARA, Arad_0042 Arad_0616(ptsN)
AVI, Avi_0047 Avi_0401(ptsN)
AGR, AGROH133_02837 AGROH133_03493(ptsN)
RET, RHE_CH00033(ypch00015) RHE_CH00407(ptsNch)
REC, RHECIAT_CH0000034 RHECIAT_CH0000449(ptsN)
RLE, RL0033 RL0425(ptsN)
RLT, Rleg2_0051 Rleg2_3966
RLG, Rleg_0067 Rleg_4293
BME, BMEI1786 BMEI2032
BMI, BMEA_A0167(ptsN) BMEA_A2156
BMF, BAB1_0160 BAB1_2096
BMB, BruAb1_0157(ptsN) BruAb1_2069
BMC, BAbS19_I01520 BAbS19_I19620
BMS, BR0161(ptsN) BR2094
BMT, BSUIS_A0162(ptsN) BSUIS_A1936
BOV, BOV_0155 BOV_2013
BCS, BCAN_A0166(ptsN) BCAN_A2140
BMR, BMI_I164(ptsN) BMI_I2116
OAN, Oant_0172 Oant_0825 Oant_4110 Oant_4111 Oant_4120 Oant_4121
BJA, blr0725(ptsN) blr8147
BRA, BRADO0111(ptsN) BRADO0734
BBT, BBta_0119(ptsN) BBta_7371
RPA, RPA0052(ptsN1) RPA0355 RPA2999(ptsN2)
RPB, RPB_0466 RPB_0653
RPC, RPC_0413 RPC_0594
RPD, RPD_0180 RPD_0370 RPD_0667
RPE, RPE_0432 RPE_0824
RPT, Rpal_0054 Rpal_0358 Rpal_3408
RPX, Rpdx1_0054 Rpdx1_0271
NWI, Nwi_0179 Nwi_0345
NHA, Nham_0171 Nham_0440
OCA, OCAR_4461 OCAR_7578
BHE, BH00180(ptsN) BH00590
BQU, BQ00170(ptsN) BQ00530
BBK, BARBAKC583_1365(ptsN)
BTR, Btr_0018(ptsN) Btr_0059
BGR, Bgr_00170(ptsN) Bgr_00580 Bgr_01410(fruB)
XAU, Xaut_2034 Xaut_2848
AZC, AZC_0344(ptsN) AZC_4068
SNO, Snov_0354 Snov_4386
MEX, Mext_1235 Mext_2503
MEA, Mex_1p1020 Mex_1p2468(ptsN)
MDI, METDI1822 METDI3231(ptsN)
MRD, Mrad2831_0203 Mrad2831_2984 Mrad2831_3086
MET, M446_0228 M446_2191 M446_3430 M446_3433
MPO, Mpop_1176 Mpop_1187 Mpop_1189 Mpop_2431
MCH, Mchl_1397 Mchl_2726
MNO, Mnod_1150 Mnod_5436
BID, Bind_2738 Bind_2914
MSL, Msil_0160 Msil_0252
HDN, Hden_0395 Hden_2302
HMC, HYPMC_0377(ptsN) HYPMC_0563 HYPMC_3097(ptsN)
RVA, Rvan_0531 Rvan_0655
CCR, CC_0240 CC_0449 CC_0538 CC_3596
CCS, CCNA_00240 CCNA_00457 CCNA_00458 CCNA_00571 CCNA_00572 CCNA_03710
CAK, Caul_0295 Caul_4627 Caul_4961
CSE, Cseg_0170 Cseg_3140 Cseg_3141 Cseg_3738 Cseg_4081
PZU, PHZ_c0086 PHZ_c0181(ptsN)
BSB, Bresu_0262 Bresu_0781
AEX, Astex_0116 Astex_0471
SIL, SPO0077(ptsN) SPO0714
SIT, TM1040_0021 TM1040_2437
RSP, RSP_1158(ptsN) RSP_1685 RSP_1786(fruB) RSP_1788(fruA)
RSH, Rsph17029_0318 Rsph17029_0433 Rsph17029_0435 Rsph17029_2819
RSQ, Rsph17025_0610 Rsph17025_0612 Rsph17025_2561 Rsph17025_2769
RSK, RSKD131_0089 RSKD131_0091 RSKD131_2554 RSKD131_3086
RCP, RCAP_rcc00119(ptsN) RCAP_rcc02541(fruA) RCAP_rcc02543(fruB) RCAP_rcc02832
JAN, Jann_0223 Jann_0540
RDE, RD1_0373(ptsN) RD1_1382
RLI, RLO149_c034040 RLO149_c042240(ptsN)
PDE, Pden_2603 Pden_2849
DSH, Dshi_0208(ptsL) Dshi_3582(ptsN)
KVU, EIO_0217 EIO_2690
MMR, Mmar10_0076 Mmar10_0103
HNE, HNE_0438
HBA, Hbal_0189 Hbal_0225
ZMO, ZMO0037 ZMO1326
ZMN, Za10_0025 Za10_1140
ZMP, Zymop_0018 Zymop_1155
NAR, Saro_0111 Saro_2412 Saro_2903
NPP, PP1Y_AT28272 PP1Y_AT37258 PP1Y_Mpl7697 PP1Y_Mpl7719
SAL, Sala_2051 Sala_2836
SWI, Swit_0398 Swit_2826
SJP, SJA_C1-00070(ptsN) SJA_C1-10760
SCH, Sphch_1627 Sphch_2230
ELI, ELI_02115 ELI_12970
GOX, GOX0814
GBE, GbCGDNIH1_0396 GbCGDNIH1_0410
ACR, Acry_0187 Acry_0189 Acry_0445 Acry_2618
AMV, ACMV_02120(fruB) ACMV_02140(fruA) ACMV_05400 ACMV_29430(fruB)
GDI, GDI_0265(ptsP) GDI_1188(manX)
GDJ, Gdia_1901 Gdia_2330
RRU, Rru_A0009 Rru_A1970 Rru_A1972 Rru_A3447
RCE, RC1_2869 RC1_3205(ptsN)
MAG, amb3938 amb4395
AZL, AZL_000690 AZL_001110 AZL_b04990 AZL_b05000 AZL_b05060 AZL_c02610 AZL_c02630
PBR, PB2503_03997 PB2503_06372
APB, SAR116_1248
PGV, SL003B_3931(ptsN) SL003B_4203
DIN, Selin_0594 Selin_1893 Selin_1894
BSU, BSU01680(ybbF) BSU02350(nagP) BSU03981(mtlA) BSU03982(mtlF) BSU05810(gmuB) BSU05820(gmuA) BSU07700(nagP) BSU07800(treP) BSU08200(malP) BSU12010(manP) BSU13890(ptsG) BSU14400(fruA) BSU22230(ypqE) BSU27060(levE) BSU27070(levD) BSU38050(sacP) BSU38410(sacX) BSU38570(licA) BSU38590(licB) BSU39270(bglP) BSU40120(yyzE)
BSS, BSUW23_00870(ybbF) BSUW23_01190(nagPA) BSUW23_02055(mtlA) BSUW23_02060(mtlF) BSUW23_02975(gmuB) BSUW23_02980(gmuA) BSUW23_03910(nagP) BSUW23_03950(treP) BSUW23_04155(malP) BSUW23_06095(manP) BSUW23_07140(ptsG) BSUW23_07395(fruA) BSUW23_10900(ypqE) BSUW23_13065(levE) BSUW23_13070(levD) BSUW23_18800(sacP) BSUW23_19030(sacX) BSUW23_19125(licA) BSUW23_19135(licB) BSUW23_19395 BSUW23_19570(bglP) BSUW23_20010
BSN, BSn5_01590 BSn5_04250 BSn5_10010 BSn5_10205 BSn5_10305 BSn5_10315 BSn5_10655 BSn5_12430 BSn5_12745 BSn5_13595 BSn5_13600 BSn5_14440 BSn5_14445 BSn5_15755 BSn5_15795 BSn5_16000 BSn5_17955 BSn5_19010 BSn5_19270
BHA, BH0191(gatB) BH0192(gatA) BH0221 BH0222 BH0296 BH0422 BH0595(bglP) BH0673 BH0772 BH0773 BH0828(fruA) BH0844 BH0909 BH0910 BH1515 BH1856(sacP) BH2216 BH3574 BH3852 BH3854 BH3920 BH3921
BAN, BA_0372 BA_0501 BA_0631(treB) BA_0754(scrA) BA_0791(celC-1) BA_0792(celA-1) BA_0823 BA_2462 BA_3846 BA_4269(ptsG) BA_5442(celC-2) BA_5444(celA-2) BA_5447(celC-3) BA_5449(celA-3) BA_5563
BAR, GBAA_0372 GBAA_0501 GBAA_0631(treB) GBAA_0754(scrA) GBAA_0791(celC-1) GBAA_0792(celA-1) GBAA_0823 GBAA_2462 GBAA_3846 GBAA_4269(ptsG) GBAA_5442(celC-2) GBAA_5444(celA-2) GBAA_5447(celC-3) GBAA_5449(celA-3) GBAA_5563
BAT, BAS0358 BAS0472 BAS0598 BAS0718 BAS0752 BAS0753 BAS0784 BAS2290 BAS3563 BAS3960 BAS5057 BAS5059 BAS5062 BAS5064 BAS5169
BAH, BAMEG_0436 BAMEG_0787 BAMEG_2139 BAMEG_3733 BAMEG_3766(celA1) BAMEG_3767(celC1) BAMEG_3804(scrA) BAMEG_3956(treB) BAMEG_4107 BAMEG_4310(ptsG) BAMEG_5492(celC2) BAMEG_5494(celA2) BAMEG_5497(celC3) BAMEG_5499(celA3) BAMEG_5609
BAI, BAA_0433 BAA_0561 BAA_0713(treB) BAA_0862(scrA) BAA_0899(celC1) BAA_0900(celA1) BAA_0932 BAA_2519 BAA_3869 BAA_4292(ptsG) BAA_5470(celC2) BAA_5472(celA2) BAA_5475(celC3) BAA_5477(celA3) BAA_5590
BAL, BACI_c04210(ptsG1) BACI_c04940(nagE) BACI_c06380(treB) BACI_c07870(scrA1) BACI_c08210(celC1) BACI_c08220(celA1) BACI_c08610(scrA2) BACI_c24040 BACI_c36660(fruA) BACI_c40180(ptsG2) BACI_c51940(celC2) BACI_c51960(licB) BACI_c51990(celC3) BACI_c52010(celA2) BACI_c53140
BCE, BC0414 BC0482 BC0631 BC0775 BC0807 BC0808 BC0842 BC2393 BC3718 BC4050 BC5210 BC5215 BC5217 BC5320
BCA, BCE_0482 BCE_0554 BCE_0699(treB) BCE_0882(celC) BCE_0883(celA) BCE_0914 BCE_2495 BCE_2982 BCE_3744 BCE_4117(ptsG) BCE_5319(celC) BCE_5321(celA) BCE_5324(celC) BCE_5326(celA) BCE_5445
BCZ, BCZK0344(ptsG) BCZK0411(nagE) BCZK0542(treB) BCZK0687(celC) BCZK0688(celA) BCZK0719(scrA) BCZK0859(bglP) BCZK2211(celA) BCZK2663 BCZK3476(fruA) BCZK3806(ptsG) BCZK4902(celC) BCZK4904(licB) BCZK4907(celC) BCZK4909(celA) BCZK5019 pE33L466_0345(levD) pE33L466_0348(levE)
BCR, BCAH187_A0471 BCAH187_A0557(nagE) BCAH187_A0760(treB) BCAH187_A0917(scrA) BCAH187_A0953(celC1) BCAH187_A0954(celA1) BCAH187_A0988 BCAH187_A2558 BCAH187_A3767 BCAH187_A4181(ptsG) BCAH187_A5374(celC2) BCAH187_A5376(celA2) BCAH187_A5381(celC3) BCAH187_A5383(celA3) BCAH187_A5498
BCB, BCB4264_A0428 BCB4264_A0503 BCB4264_A0667(treB) BCB4264_A0810(scrA) BCB4264_A0844(celC1) BCB4264_A0845(celA1) BCB4264_A0877 BCB4264_A2417 BCB4264_A3816 BCB4264_A4159(ptsG) BCB4264_A5329(celC2) BCB4264_A5331(celA2) BCB4264_A5334(celC3) BCB4264_A5336(celA3) BCB4264_A5442
BCU, BCAH820_0414 BCAH820_0482 BCAH820_0686(treB) BCAH820_0884(celC1) BCAH820_0885(celA1) BCAH820_0919 BCAH820_2479 BCAH820_3045 BCAH820_3049 BCAH820_3726 BCAH820_4070(ptsG) BCAH820_5298(celC2) BCAH820_5303(celC3) BCAH820_5305(celA3) BCAH820_5411
BCG, BCG9842_B1079(ptsG) BCG9842_B1486 BCG9842_B2913 BCG9842_B4458 BCG9842_B4491(celA1) BCG9842_B4492(celC1) BCG9842_B4670(treB) BCG9842_B4819 BCG9842_B4890 BCG9842_B5509 BCG9842_B5623(celA3) BCG9842_B5625(celC3) BCG9842_B5628(celA2) BCG9842_B5630(celC2)
BCQ, BCQ_0446(ptsG) BCQ_0529(nagE) BCQ_0699(treB) BCQ_0878(celC) BCQ_0879(celA) BCQ_0910(scrA) BCQ_2381(celA) BCQ_2774 BCQ_3512(fruA) BCQ_3840(ptsG) BCQ_5032(celC) BCQ_5034(licB) BCQ_5039(celC) BCQ_5041(celA) BCQ_5092(manP) BCQ_5160
BCX, BCA_0448 BCA_0520 BCA_0665(treB) BCA_0821(scrA) BCA_0852(celC1) BCA_0853(celA1) BCA_0886 BCA_2525 BCA_3807 BCA_4162(ptsG) BCA_5338(celC2) BCA_5340(celA2) BCA_5346(celC3) BCA_5348(celA3) BCA_5404 BCA_5467
BCY, Bcer98_0355 Bcer98_0427 Bcer98_0671 Bcer98_0784 Bcer98_1170 Bcer98_1789 Bcer98_2010 Bcer98_2394 Bcer98_2749 Bcer98_3752 Bcer98_3754 Bcer98_3755 Bcer98_3841
BTK, BT9727_0348(ptsG) BT9727_0415(nagE) BT9727_0542(treB) BT9727_0668(scrA) BT9727_0700(celC) BT9727_0701(celA) BT9727_0733(scrA) BT9727_0877(bglP) BT9727_2253(celA) BT9727_3462(fruA) BT9727_3791(ptsG) BT9727_4887(celC) BT9727_4889(licB) BT9727_4894(celC) BT9727_4896(celA) BT9727_5003
BTL, BALH_0370(ptsG) BALH_0438(nagE) BALH_0568(treP) BALH_0690(scrA) BALH_0719(celC) BALH_0720(celA) BALH_0746(scrA) BALH_2193(celA) BALH_3344(fruA) BALH_3666(ptsG) BALH_4702(celC) BALH_4704(celA) BALH_4708(celC) BALH_4710(celA) BALH_4764(manP) BALH_4820(crr)
BTB, BMB171_C0356 BMB171_C0426 BMB171_C0553(treB) BMB171_C0661(treB) BMB171_C0694(celC1) BMB171_C0695(celA1) BMB171_C0722 BMB171_C2153 BMB171_C3390 BMB171_C3713(ptsG) BMB171_C4801(celC2) BMB171_C4803(celA2) BMB171_C4805(celC3) BMB171_C4807(celA3) BMB171_C4917
BWE, BcerKBAB4_0353 BcerKBAB4_0418 BcerKBAB4_0544 BcerKBAB4_0702 BcerKBAB4_0703 BcerKBAB4_0733 BcerKBAB4_2269 BcerKBAB4_3482 BcerKBAB4_3879 BcerKBAB4_5002 BcerKBAB4_5004 BcerKBAB4_5005 BcerKBAB4_5007 BcerKBAB4_5118
BLI, BL00088(nagP) BL00213(bglP) BL00289(manP) BL00914(sacX) BL01161 BL01380 BL01606(fruA) BL01637 BL01775 BL01800 BL01801 BL01947 BL02334 BL02487 BL02489 BL02718(ybbF) BL02737(ypqE) BL03019(malP) BL03068(treP) BL03123(levE) BL03124(levD) BL03565(ptsG) BL03841(licB) BL03843(licA) BL03890(sacP) BL05259
BLD, BLi00189(ybbF) BLi00268 BLi00332 BLi00333 BLi00493 BLi00505(mtlA) BLi00506 BLi00748 BLi00796(treP) BLi00842(sacX) BLi00857(malP) BLi01598(ptsG) BLi01654(fruA) BLi02108(manP) BLi02359(ypqE) BLi02506 BLi02563(ydhN) BLi02564(ydhM) BLi02830(levE) BLi02831(levD) BLi03550 BLi03551 BLi03864 BLi03865 BLi04017(sacP) BLi04087(licA) BLi04089(licB) BLi04200 BLi04215(bglP) BLi04352(nagP)
BAY, RBAM_002170(ybbF) RBAM_004230(mtlA) RBAM_004240 RBAM_007900(nagP) RBAM_007970(treP) RBAM_008380(glvC) RBAM_012160(lacE) RBAM_012170(lacF) RBAM_013660(ptsG) RBAM_014140(fruA) RBAM_020380(ypqE) RBAM_024200(manP) RBAM_035290(sacP) RBAM_035770(licA) RBAM_035790(licB) RBAM_035870(ydhM) RBAM_035880(ydhN) RBAM_036360(bglP)
BAO, BAMF_0172(murP) BAMF_0366(mtlA1) BAMF_0367(mtlA2) BAMF_0738(nagP) BAMF_0746(treP2) BAMF_0789(malP) BAMF_1294(lacE) BAMF_1295(lacF) BAMF_1466(ptsG) BAMF_1514(fruA) BAMF_2123(ypqE) BAMF_2516(manP) BAMF_3637(sacP) BAMF_3688(licA) BAMF_3690(licB) BAMF_3699(gmuB) BAMF_3700(gmuA) BAMF_3749(bglP)
BAE, BATR1942_00290 BATR1942_01455 BATR1942_01475 BATR1942_01705 BATR1942_04710 BATR1942_04965 BATR1942_08975 BATR1942_11670 BATR1942_11675 BATR1942_15940 BATR1942_16920 BATR1942_17140 BATR1942_17240 BATR1942_17250 BATR1942_17660 BATR1942_19490 BATR1942_20700 BATR1942_20705
BCL, ABC0194(ptsG) ABC0312 ABC0446 ABC0447 ABC0481 ABC0483(licA) ABC0640 ABC0641 ABC0713 ABC0885 ABC0945 ABC1104 ABC1158 ABC1159 ABC1263(treP) ABC1271(fruA) ABC1453 ABC1773 ABC2080 ABC2927 ABC2929 ABC3196 ABC3197 ABC3234 ABC3235 ABC3337(nagP) ABC3346 ABC3347 ABC3503 ABC3571 ABC3572 ABC3580(malP) ABC3665 ABC3666 ABC3764 ABC3790(bglP) ABC4070(levD) ABC4071(levE)
BPU, BPUM_0156(ybbF) BPUM_0209 BPUM_0218 BPUM_0219 BPUM_0369(mtlA) BPUM_0370 BPUM_0660(malP) BPUM_0720(nagP) BPUM_0728(treP) BPUM_1166 BPUM_1168 BPUM_1279(ptsG) BPUM_1336(fruA) BPUM_1432 BPUM_1433 BPUM_1742 BPUM_1757(sgaB) BPUM_1768 BPUM_1769(fruAA) BPUM_1956(ypqE) BPUM_2120(ydhN) BPUM_2121(ydhM) BPUM_3452(sacP) BPUM_3504(licA) BPUM_3506(licB) BPUM_3536(ptcA) BPUM_3537 BPUM_3566 BPUM_3644
BPF, BpOF4_05140(mtlA) BpOF4_05150(mtlA2) BpOF4_07340(scrA) BpOF4_07425(ptsG) BpOF4_10345(treP) BpOF4_10390(fruA) BpOF4_10450(ptsG) BpOF4_14615(ypqE) BpOF4_16260 BpOF4_17915(murP) BpOF4_18370
BMQ, BMQ_0202 BMQ_0769(licB) BMQ_0771(licA) BMQ_0882(sacP) BMQ_0956(scrA) BMQ_1012 BMQ_1017(licA) BMQ_1022 BMQ_1175(nagE) BMQ_1302(ptsG) BMQ_1588(levD) BMQ_1589(levE) BMQ_2132(fruA) BMQ_3202(gatB) BMQ_3203(gatB) BMQ_3204(gatA) BMQ_3353 BMQ_4017 BMQ_4019(ptbA) BMQ_5218
BMD, BMD_0196 BMD_0770(licB) BMD_0772(licA) BMD_0882(sacP) BMD_0957(scrA) BMD_1017 BMD_1022(licA) BMD_1028 BMD_1161(nagE) BMD_1282(ptsG) BMD_1570(levD) BMD_1571(levE) BMD_2088(fruA) BMD_3696 BMD_4002 BMD_4004(ptbA) BMD_5204
BSE, Bsel_0184 Bsel_0185 Bsel_0505 Bsel_0904 Bsel_0931 Bsel_1074 Bsel_2206 Bsel_2511
BCO, Bcell_0841 Bcell_1775 Bcell_3590
BCK, BCO26_0204 BCO26_0205(treP) BCO26_0407 BCO26_0408 BCO26_0487(licA) BCO26_0489 BCO26_0540 BCO26_0541(ptnA) BCO26_2321 BCO26_2466 BCO26_2551 BCO26_2675
OIH, OB0615 OB0838(fruA) OB1882 OB2275 OB2276 OB2601 OB2603 OB2754 OB2755 OB2758 OB2760 OB2762 OB3375 OB3415 OB3416
GKA, GK0991 GK1747 GK1838 GK1858 GK1859 GK1946 GK1948 GK2017 GK3444 GK3446
GTN, GTNG_0878 GTNG_1200(celA) GTNG_1202(celCD) GTNG_1644 GTNG_1726 GTNG_1749 GTNG_1750 GTNG_1845 GTNG_1847 GTNG_1877 GTNG_2202 GTNG_3217 GTNG_3378
GTH, Geoth_1394 Geoth_2047 Geoth_2210 Geoth_2229 Geoth_2230 Geoth_2324 Geoth_2326 Geoth_2341 Geoth_2901 Geoth_3520 Geoth_3524 Geoth_3878 Geoth_3880
GWC, GWCH70_0912 GWCH70_1408 GWCH70_1409 GWCH70_1470 GWCH70_1512 GWCH70_1620 GWCH70_3378 GWCH70_3394 GWCH70_3396
GYC, GYMC61_0407 GYMC61_1785 GYMC61_2134 GYMC61_2137 GYMC61_2235 GYMC61_2554 GYMC61_2649 GYMC61_2669 GYMC61_2670 GYMC61_2795 GYMC61_2812 GYMC61_2932 GYMC61_2933 GYMC61_3482 GYMC61_3507 GYMC61_3509
GYA, GYMC52_0911 GYMC52_1259 GYMC52_1262 GYMC52_1363 GYMC52_1684 GYMC52_1780 GYMC52_1799 GYMC52_1800 GYMC52_1925 GYMC52_1942 GYMC52_2061 GYMC52_2062 GYMC52_2255 GYMC52_3515 GYMC52_3540 GYMC52_3542
GCT, GC56T3_1228 GC56T3_1566 GC56T3_1568 GC56T3_1680 GC56T3_1681 GC56T3_1699 GC56T3_1795 GC56T3_2204 GC56T3_2207 GC56T3_2562 GC56T3_3425
GMC, GY4MC1_1284 GY4MC1_1442 GY4MC1_1443 GY4MC1_1968 GY4MC1_2124 GY4MC1_2157 GY4MC1_2158 GY4MC1_2238 GY4MC1_2240 GY4MC1_2254 GY4MC1_2367 GY4MC1_2440 GY4MC1_2441 GY4MC1_2878 GY4MC1_3428 GY4MC1_3432 GY4MC1_3774 GY4MC1_3776
AFL, Aflv_1441(treP) Aflv_1476(fruA) Aflv_1563(mtlA) Aflv_1566(mtlA) Aflv_1941(ptsG) Aflv_2785(sacP) Aflv_2787(crr)
SAU, SA0183(glcA) SA0186 SA0233 SA0236 SA0237 SA0255 SA0319 SA0320 SA0432(treP) SA0655(fruA) SA1255 SA1547(ptaA) SA1960(mtlF) SA1962(mtlA) SA1992(lacE) SA1993(lacF) SA2114(glvC) SA2167(scrA) SA2326(ptsG) SA2434
SAV, SAV0189(glcA) SAV0192 SAV0242 SAV0245 SAV0246 SAV0265 SAV0330 SAV0331 SAV0474(treP) SAV0700(fruA) SAV1422 SAV1726(ptaA) SAV2156(mtlF) SAV2158(mtlA) SAV2190(lacE) SAV2191(lacF) SAV2323(glvC) SAV2377(scrA) SAV2538(ptsG) SAV2641
SAW, SAHV_0188(glcA) SAHV_0191 SAHV_0241 SAHV_0244 SAHV_0245 SAHV_0327 SAHV_0328 SAHV_0471(treP) SAHV_0697(fruA) SAHV_1410 SAHV_1712(ptaA) SAHV_2140(mtlF) SAHV_2142(mtlA) SAHV_2174(lacE) SAHV_2175(lacF) SAHV_2307(glvC) SAHV_2361(scrA) SAHV_2522(ptsG) SAHV_2625
SAH, SaurJH1_0179 SaurJH1_0182 SaurJH1_0233 SaurJH1_0236 SaurJH1_0237 SaurJH1_0256 SaurJH1_0389 SaurJH1_0390 SaurJH1_0508 SaurJH1_0740 SaurJH1_1511 SaurJH1_1816 SaurJH1_2226 SaurJH1_2228 SaurJH1_2260 SaurJH1_2261 SaurJH1_2390 SaurJH1_2449 SaurJH1_2614 SaurJH1_2721
SAJ, SaurJH9_0174 SaurJH9_0177 SaurJH9_0227 SaurJH9_0230 SaurJH9_0231 SaurJH9_0250 SaurJH9_0379 SaurJH9_0380 SaurJH9_0495 SaurJH9_0724 SaurJH9_1482 SaurJH9_1781 SaurJH9_2188 SaurJH9_2190 SaurJH9_2221 SaurJH9_2222 SaurJH9_2347 SaurJH9_2403 SaurJH9_2561 SaurJH9_2665
SAM, MW0163(glcA) MW0166 MW0218 MW0221 MW0222 MW0241 MW0307 MW0308 MW0428(treP) MW0662(fruA) MW1312 MW1668(ptaA) MW2082(mtlF) MW2084(mtlA) MW2116(lacE) MW2117(lacF) MW2244(glvC) MW2299(scrA) MW2459(ptsG) MW2562
SAS, SAS0164 SAS0167 SAS0218 SAS0221 SAS0222 SAS0242 SAS0307 SAS0308 SAS0431 SAS0665 SAS1365 SAS1652 SAS2057 SAS2059 SAS2091 SAS2092 SAS2216 SAS2269 SAS2424 SAS2527
SAR, SAR0190(glcA) SAR0193 SAR0235 SAR0240 SAR0241 SAR0263 SAR0327 SAR0328 SAR0473 SAR0753(fruA) SAR1435 SAR1803 SAR2244(mtlA) SAR2246(mtlF) SAR2281(lacE) SAR2282(lacF) SAR2408 SAR2466(scrA) SAR2618(glcB) SAR2720
