"16S rRNA Count","Group","GC Content","Endospores","Has ADP PFK","Sequencing Center","Taxonomy ID","Pathogenic in","Genbank accessions","Paralogs Count","Motility","Gram Stain","Refseq accessions","Has Any 1PFK","Genome Name","Body Site","Metabolism","MetaCyc %","Has Any Gluconate Dehydratase","Status","Oxygen Req NCBI","Oxygen Requirement IMG","RefSeq project ID","Diseases","Super Kingdom","Paralogs %","KEGG Count","IMG Pathwawy Count","GOLD ID","KEGG ID","Ecosystem Type","Isolation","Temperature Range","Ecosystem Category","Has EDA","Project ID","Class","MetaCyc Count","Optimal temp.","Gene Count","Sporulation","Sequence Status","IMG Pathway %","Organism Name","Ecosystem","IMG Submission ID","Disease","Proposal Name","Salinity","GenBank Project ID","Has ZWF","Ecosystem Subtype","Has 6PGL","Temp. range","Has EDD","Genus","Order","Energy Category","Energy Source","Genome Size","Cell Arrangement","NCBI Taxon ID","Domain","Body Subsite","Habitat","Family","Taxon Object ID","Has Gluconokinase","Has Rubisco","Biotic Relationships","Arrangment","Has Gluconate Dehydratase","Strain","Shape","Phylum","KEGG %","Has 1PFK","Has PPi PFK","Has Phosphoketolase","Cell Shape","Specific Ecosystem","RefSeq Project ID","Species","Phenotype"
2,"Actinobacteria",,"No","FALSE","DOE Joint Genome Institute, Univ of Ioannina",649633070,,"CP002385,CP002386,CP002387",403,"No",0,0,"TRUE","Mycobacterium sp. Spyr1",,,16.65,"FALSE","Finished","Aerobic",,61403,,"Bacteria",7.42,1212,187,,"msp",,,,,"FALSE",28521,"Actinobacteria",905,0,5434,,"complete",3.44,"Mycobacterium sp. Spyr1",,,,"zzz",,28521,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Unknown",,5.73,,278137,"Bacteria",,"Terrestrial","Mycobacteriaceae",649633070,"TRUE","FALSE",,,"FALSE","Spyr1","Rod","Actinobacteria",22.3,"TRUE","FALSE","TRUE",,,61403,"sp.",
1,"Actinobacteria",65.6,"No","FALSE","J. Craig Venter Institute",637000172,"Human","AE000516",721,"No",0,0,"FALSE","Mycobacterium tuberculosis CDC1551",,,17.28,"FALSE","Finished","Aerobic","Aerobe",57775,"Tuberculosis","Bacteria",16.77,1081,306,"Gc00063","mtc",,"Free living","Mesophile",,"FALSE",223,"Actinobacteria",743,37,4300,"Nonsporulating","complete",7.12,"Mycobacterium tuberculosis CDC1551",,,"Tuberculosis","zzz",,223,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",4.40384,"Singles",83331,"Bacteria",,"Host-associated","Mycobacteriaceae",637000172,"FALSE","FALSE","Free living","Singles","FALSE","CDC1551","Rod","Actinobacteria",25.14,"FALSE","FALSE","FALSE","Rod-shaped",,57775,"tuberculosis","Pathogen"
1,"Actinobacteria",69,"No","FALSE","J. Craig Venter Institute",639633039,"Mammal","CP000479",1443,"No",0,0,"FALSE","Mycobacterium avium 104",,,17.87,"FALSE","Finished","Aerobic","Aerobe",57693,"Respiratory infection, Tuberculosis type pulmonary infection","Bacteria",27.2,1321,328,"Gc00462","mav",,"Free living","Mesophile",,"FALSE",88,"Actinobacteria",948,37,5305,"Nonsporulating","complete",6.18,"Mycobacterium avium 104",,,"Tuberculosis type pulmonary infections","zzz",,88,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",5.47549,"Singles",243243,"Bacteria",,"Host-associated","Mycobacteriaceae",639633039,"FALSE","FALSE","Free living","Singles","FALSE",104,"Rod","Actinobacteria",24.9,"FALSE","FALSE","FALSE","Rod-shaped",,57693,"avium","Pathogen"
12,"Gammaproteobacteria",39,"No","FALSE","NORSTRUCT, Sanger Institute, Univ of Tromso",643348506,"Fis","FM178379,FM178380,FM178382,FM178383,FM178384,FM178381",864,"Yes",0,0,"TRUE","Aliivibrio salmonicida LFI1238",,,16.54,"TRUE","Finished","Facultative","Facultative",59251,"Hitra disease","Bacteria",21.2,1135,278,"Gc00865","vsa",,"Free living","Psychrophile",,"TRUE",30703,"Gammaproteobacteria",674,0,4075,"Nonsporulating","complete",6.82,"Aliivibrio salmonicida LFI1238",,,"Hitra disease","zzz",,30703,"TRUE",,"TRUE","Psychrophilic","TRUE","Aliivibrio","Vibrionales","Organic","Heterotroph",4.64987,,316275,"Bacteria",,"Aquatic","Vibrionaceae",643348506,"TRUE","FALSE","Free living",,"FALSE","LFI1238","Rod","Proteobacteria",27.85,"TRUE","FALSE","FALSE","Rod-shaped",,59251,"salmonicida","Pathogen"
5,"Chloroflexi",50.9,,"FALSE","DOE Joint Genome Institute",641228494,,"CP000875,CP000877,CP000876",889,"Yes",0,0,"TRUE","Herpetosiphon aurantiacus DSM 785",,,12.91,"FALSE","Finished","Aerobic","Aerobe",58599,"None","Bacteria",16.63,1098,308,"Gc00677","hau",,"Free living","Mesophile",,"FALSE",16523,"Chloroflexi",690,0,5346,"Nonsporulating","complete",5.76,"Herpetosiphon aurantiacus DSM 785",,,,"Chloroflexi, 7 species",,16523,"TRUE",,"TRUE","Mesophilic","FALSE","Herpetosiphon","Herpetosiphonales","Organic","Chemoorganoheterotroph",6.78559,,316274,"Bacteria",,"Multiple","Herpetosiphonaceae",641228494,"TRUE","FALSE","Free living",,"FALSE","ATCC 23779","Filament","Chloroflexi",20.54,"TRUE","FALSE","FALSE","Filament-shaped",,58599,"aurantiacus",
1,"Bacteroidetes/Chlorobi",44.3,,"FALSE","DOE Joint Genome Institute",637000072,"No","CP000108",211,"No",0,0,"FALSE","Chlorobium chlorochromatii CaD3",,,22.81,"FALSE","Finished","Anaerobic","Anaerobe",58375,"None","Bacteria",10.05,683,232,"Gc00312","cch",,"Free living","Mesophile",,"FALSE",13921,"Chlorobia",479,0,2100,,"complete",11.05,"Chlorobium chlorochromatii CaD3",,,,"Chlorobium chlorochromatii CaD3",,13921,"TRUE",,"TRUE","Mesophilic","FALSE","Chlorobium","Chlorobiales","Inorganic","Phototroph",2.57208,"Chains, Singles",340177,"Bacteria",,"Aquatic","Chlorobiaceae",637000072,"FALSE","TRUE","Free living",,"FALSE","CaD3","Rod","Chlorobi",32.52,"FALSE","FALSE","FALSE","Rod-shaped",,58375,"chlorochromatii","Green sulfur"
6,"Actinobacteria",53.8,"No","FALSE","Bielefeld Univ, Degussa",639279306,"No","BA000036",307,"No",0,0,"TRUE","Corynebacterium glutamicum Kalinowski ATCC 13032",,,19.34,"FALSE","Finished","Facultative","Facultative",57905,"None","Bacteria",9.73,904,294,"Gc00155","cgb",,"Free living","Mesophile",,"FALSE",307,"Actinobacteria",610,"30-40",3154,"Nonsporulating","complete",9.32,"Corynebacterium glutamicum ATCC 13032",,,"None","zzz",,13760,"TRUE",,"TRUE","Mesophilic","FALSE","Corynebacterium","Actinomycetales","Organic","Chemoorganotroph",3.3,"Singles",196627,"Bacteria",,"Multiple","Corynebacteriaceae",639279306,"TRUE","FALSE","Free living","Singles, V-shaped pairs","FALSE","ATCC 13032 (Bielefeld)","Rod","Actinobacteria",28.66,"TRUE","FALSE","FALSE","Rod-shaped",,61611,"glutamicum","Fast growing"
7,"Gammaproteobacteria",52.1,,"FALSE","Univ of Wisconsin",637000253,"Human","AE014613",777,"Yes",0,0,"TRUE","Salmonella enterica enterica sv Typhi Ty2",,,18.9,"TRUE","Finished","Facultative","Facultative",57973,"Food poisoning, Salmonellosis, Typhoid fever, Gastroenteritis","Bacteria",16.47,1444,492,"Gc00125","stt",,"Free living","Mesophile",,"TRUE",371,"Gammaproteobacteria",892,37,4719,"Nonsporulating","complete",10.43,"Salmonella enterica subsp. enterica serovar Typhi str. Ty2",,,"Typhoid fever","zzz",,371,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.8,"Pairs, Singles",209261,"Bacteria",,"Host-associated","Enterobacteriaceae",637000253,"TRUE","FALSE","Free living","Singles, Pairs","FALSE","subsp. enterica serovar Typhi Ty2","Rod","Proteobacteria",30.6,"TRUE","FALSE","FALSE","Rod-shaped",,57973,"enterica","Pathogen"
7,"Gammaproteobacteria",47.7,,"FALSE","Univ of Wisconsin",637000352,"Human, Rodent","AE009952,AF074611",632,,0,0,"TRUE","Yersinia pestis KIM 10",,,17.12,"TRUE","Finished","Facultative","Facultative",57875,"Bubonic plague","Bacteria",14.22,1329,407,"Gc00095","ypk",,"Free living","Mesophile",,"TRUE",288,"Gammaproteobacteria",761,"28-30",4445,"Nonsporulating","complete",9.16,"Yersinia pestis KIM 10",,,"Bubonic plague","zzz",,288,"TRUE",,"TRUE","Mesophilic","TRUE","Yersinia","Enterobacteriales","Organic","Heterotroph",4.70099,"Singles",187410,"Bacteria",,"Multiple","Enterobacteriaceae",637000352,"TRUE","FALSE","Free living","Singles","FALSE","KIM","Rod","Proteobacteria",29.9,"TRUE","FALSE","FALSE","Rod-shaped",,57875,"pestis","Pathogen"
2,"Actinobacteria",67.7,"No","FALSE","DOE Joint Genome Institute",640427122,,"CP000656,CP000658,CP000659,CP000657",1414,"No",0,0,"TRUE","Mycobacterium gilvum PYR-GCK",,"PAH-degrading",16.63,"FALSE","Finished",,"Aerobe",59421,"None","Bacteria",24.88,1257,320,"Gc00534","mgi",,"Free living","Mesophile",,"FALSE",15760,"Actinobacteria",945,0,5683,"Nonsporulating","complete",5.63,"Mycobacterium gilvum PYR-GCK",,,,"Mycobacteria, 5 strains",,15760,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",5.962,"Singles",350054,"Bacteria",,,"Mycobacteriaceae",640427122,"TRUE","FALSE","Free living",,"FALSE","PYR-GCK","Rod","Actinobacteria",22.12,"TRUE","FALSE","FALSE","Rod-shaped",,59421,"gilvum",
1,"Betaproteobacteria",45.6,,"FALSE","DOE Joint Genome Institute",641522644,,"CP001010",33,"No",0,0,"FALSE","Polynucleobacter necessarius STIR1",,,27.7,"FALSE","Finished","Aerobic","Aerobe",58967,"None","Bacteria",2.13,597,198,"Gc00757","pne",,"Symbiotic","Mesophile",,"FALSE",19991,"Betaproteobacteria",429,0,1549,,"complete",12.78,"Polynucleobacter necessarius subsp. necessarius STIR1",,,,"Polynucleobacter",,19991,"FALSE",,"FALSE","Mesophilic","FALSE","Polynucleobacter","Burkholderiales","Organic","Heterotroph",1.56047,,452638,"Bacteria",,"Host-associated","Burkholderiaceae",641522644,"FALSE","FALSE","Symbiotic",,"FALSE","STIR1","Curved rod","Proteobacteria",38.54,"FALSE","FALSE","FALSE","Rod-shaped",,58967,"necessarius",
3,"Cyanobacteria",38.5,,"FALSE","DOE Joint Genome Institute",643348533,"No","CP001291,CP001293,CP001294,CP001295,CP001296,CP001297,CP001292",1457,"No",,0,"FALSE","Cyanothece sp. PCC 7424",,"Nitrogen fixation",12.07,"FALSE","Finished","Facultative","Anaerobe",59025,"None","Bacteria",24.56,1176,302,"Gc00904","cyc",,"Free living","Mesophile",,"TRUE",20479,"Cyanophyceae",716,0,5933,,"complete",5.09,"Cyanothece sp. PCC 7424",,,,"Cyanothece Sequencing CSP_777088",,20479,"TRUE",,"TRUE","Mesophilic","FALSE","Cyanothece","Chroococcales","Inorganic","Autotroph",6.55765,"Singles",65393,"Bacteria",,"Aquatic","Cyanobacteriaceae",643348533,"TRUE","TRUE","Free living","Singles","FALSE","PCC 7424","Coccus","Cyanobacteria",19.82,"FALSE","FALSE","TRUE","Coccus-shaped",,59025,"sp.",
4,"Bacteroidetes/Chlorobi",,,"FALSE","DOE Joint Genome Institute, DSMZ",649633032,,"CP002534",27,"Yes, gliding",0,0,"FALSE","Cellulophaga lytica LIM-21, DSM 7489",,,16.05,"FALSE","Finished","Aerobic",,63401,,"Bacteria",0.8,737,79,,"cly",,,,,"TRUE",50743,"Flavobacteria",539,0,3358,,"complete",2.35,"Cellulophaga lytica DSM 7489",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,50743,"FALSE",,"TRUE",,"FALSE","Cellulophaga","Flavobacteriales","Unknown",,3.8,,867900,"Bacteria",,,"Flavobacteriaceae",649633032,"FALSE","FALSE",,,"FALSE","LIM-21, DSM 7489","Rod","Bacteroidetes",21.95,"FALSE","FALSE","FALSE",,,63401,"lytica",
2,"Actinobacteria",67.8,"No","FALSE","DOE Joint Genome Institute",639633044,,"CP000511",1498,"No",0,0,"TRUE","Mycobacterium vanbaalenii PYR-1",,"PAH-degrading",16.97,"FALSE","Finished","Aerobic","Aerobe",58463,"None","Bacteria",24.77,1384,332,"Gc00479","mva",,"Free living","Mesophile",,"TRUE",15761,"Actinobacteria",1026,"24-37",6047,"Nonsporulating","complete",5.49,"Mycobacterium vanbaalenii PYR-1",,,,"Mycobacteria, 5 strains",,15761,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",6.5,"Singles",350058,"Bacteria",,,"Mycobacteriaceae",639633044,"TRUE","FALSE","Free living","Singles","FALSE","PYR-1","Rod","Actinobacteria",22.89,"TRUE","FALSE","FALSE","Rod-shaped",,58463,"vanbaalenii",
4,"Firmicutes",,"Yes","FALSE","DOE Joint Genome Institute, DSMZ",649633098,,"CP002547",232,"No",0,0,"FALSE","Syntrophobotulus glycolicus DSM 8271",,,14.07,"FALSE","Finished","Anaerobic",,63343,,"Bacteria",6.75,813,173,,"sgy",,,,,"FALSE",38111,"Clostridia",484,28,3439,,"complete",5.03,"Syntrophobotulus glycolicus DSM 8271",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,38111,"FALSE",,"FALSE","Mesophilic","FALSE","Syntrophobotulus","Clostridiales","Unknown",,3.4,,645991,"Bacteria",,"Aquatic","Peptococcaceae",649633098,"FALSE","FALSE",,,"FALSE","DSM 8271","Rod","Firmicutes",23.64,"FALSE","FALSE","FALSE",,,63343,"glycolicus",
7,"Gammaproteobacteria",52.2,"No","FALSE","PHLS, Sanger Institute",643348573,"Poultry","AM933173",673,"Yes",0,0,"TRUE","Salmonella enterica enterica sv Gallinarum 287/91",,,22.16,"TRUE","Finished","Facultative","Facultative",59249,"Gastroenteritis, Food poisoning, Salmonellosis","Bacteria",16.57,1431,219,"Gc00832","seg",,"Free living","Mesophile",,"TRUE",30689,"Gammaproteobacteria",900,0,4062,"Nonsporulating","complete",5.39,"Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91",,,"Fowl typhoid","zzz",,30689,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.6587,"Singles, Pairs",550538,"Bacteria",,"Multiple","Enterobacteriaceae",643348573,"TRUE","FALSE","Free living",,"FALSE","subsp. enterica serovar Gallinarum str. 287/91","Rod","Proteobacteria",35.23,"TRUE","FALSE","FALSE","Rod-shaped",,59249,"enterica","Pathogen"
2,"Gammaproteobacteria",50.3,,"FALSE","DOE Joint Genome Institute, Oregon State Univ",637000194,,"CP000127,CP000126",361,"Yes",,0,"FALSE","Nitrosococcus oceani C-107, ATCC 19707",,"Ammonia-oxidizer, Nitrifying",20.56,"FALSE","Finished",,"Aerobe",58403,"None","Bacteria",11.32,939,293,"Gc00304","noc",,"Free living","Mesophile",,"FALSE",13993,"Gammaproteobacteria",656,0,3190,,"complete",9.18,"Nitrosococcus oceani ATCC 19707",,,,"zzz","Mesophilic",13993,"TRUE",,"TRUE",,"FALSE","Nitrosococcus","Chromatiales","Inorganic","Autotroph, Chemolithotroph",3.54,"Pairs, Singles",323261,"Bacteria",,"Aquatic","Chromatiaceae",637000194,"FALSE","TRUE","Free living","Singles, Pairs","FALSE","ATCC 19707","Sphere, Ellipse","Proteobacteria",29.44,"FALSE","FALSE","FALSE","Sphere-shaped",,58403,"oceani","Carbon sequestration"
7,"Gammaproteobacteria",64.2,,"FALSE","CNRS, Genoscope",637000219,"Insect","CT573326",916,,,0,"TRUE","Pseudomonas entomophila L48",,,18.5,"TRUE","Finished",,"Aerobe",58639,"Cellular destruction","Bacteria",17.31,1572,433,"Gc00383","pen",,"Free living","Mesophile",,"TRUE",16800,"Gammaproteobacteria",979,0,5293,"Nonsporulating","complete",8.18,"Pseudomonas entomophila L48",,,"Cellular destruction","zzz",,16800,"TRUE",,"TRUE",,"TRUE","Pseudomonas","Pseudomonadales","Organic","Heterotroph",5.9,"Singles",384676,"Bacteria",,"Multiple","Pseudomonadaceae",637000219,"TRUE","FALSE","Free living",,"FALSE","L48",,"Proteobacteria",29.7,"TRUE","FALSE","FALSE","Rod-shaped",,58639,"entomophila","Pathogen"
7,"Gammaproteobacteria",52.2,"No","FALSE","Sanger Institute",643348572,"Human, Animals","AM933172",751,"Yes",0,0,"TRUE","Salmonella enterica enterica sv Enteritidis P125109",,,21.54,"TRUE","Finished","Facultative","Facultative",59247,"Gastroenteritis, Food poisoning, Salmonellosis","Bacteria",17.42,1478,245,"Gc00833","set",,"Free living","Mesophile",,"TRUE",30687,"Gammaproteobacteria",929,0,4312,"Nonsporulating","complete",5.68,"Salmonella enterica subsp. enterica serovar Enteritidis str. P125109",,,"Salmonellosis","zzz",,30687,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.7,"Singles, Pairs",550537,"Bacteria",,"Specialized","Enterobacteriaceae",643348572,"TRUE","FALSE","Free living",,"FALSE","subsp. enterica serovar Enteritidis str. P125109","Rod","Proteobacteria",34.28,"TRUE","FALSE","FALSE","Rod-shaped",,59247,"enterica","Pathogen"
1,"Crenarchaeota",43.1,"No","FALSE","DOE Joint Genome Institute",641228483,"No","CP000852",203,"No",,0,"FALSE","Caldivirga maquilingensis IC-167",,,20.39,"FALSE","Finished","Microaerophilic","Aerobe",58711,"None","Archaea",10.09,617,204,"Gc00674","cma",,"Free living","Hyperthermophile",,"FALSE",17421,"Thermoprotei",410,85,2011,"Nonsporulating","complete",10.14,"Caldivirga maquilingensis IC-167",,,,"Caldivirga maquilingensis IC-167",,17421,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Caldivirga","Thermoproteales","Organic","Heterotroph",2.07757,"Singles",397948,"Archaea",,"Specialized","Thermoproteaceae",641228483,"FALSE","FALSE","Free living","Singles","FALSE","IC-167","Rod","Crenarchaeota",30.68,"FALSE","FALSE","FALSE","Rod-shaped",,58711,"maquilingensis",
7,"Gammaproteobacteria",47.6,"No","FALSE","Nakai Univ",643692053,"Human","CP001233,CP001234",451,"Yes",0,0,"TRUE","Vibrio cholerae M66-2",,,18.1,"TRUE","Finished","Facultative","Facultative",59355,"Food poisoning, Cholera","Bacteria",11.83,1231,90,"Gc00986","vcm",,"Free living","Mesophile",,"TRUE",32851,"Gammaproteobacteria",690,0,3812,"Nonsporulating","complete",2.36,"Vibrio cholerae M66-2",,,"Cholera","zzz",,32851,"TRUE",,"TRUE","Mesophilic","TRUE","Vibrio","Vibrionales","Organic","Heterotroph",3.94638,"Singles",579112,"Bacteria",,"Multiple","Vibrionaceae",643692053,"TRUE","FALSE","Free living",,"FALSE","M66-2","Rod","Proteobacteria",32.29,"TRUE","FALSE","FALSE","Curved-shaped",,59355,"cholerae","Pathogen"
1,"Crenarchaeota",56.3,"No","FALSE","NITE",638154501,"No","BA000002",110,"Yes",,0,"FALSE","Aeropyrum pernix K1",,,11.49,"FALSE","Finished","Aerobic","Aerobe",57757,"None","Archaea",3.9,544,162,"Gc00022","ape",,"Free living","Hyperthermophile",,"FALSE",211,"Thermoprotei",324,"90-95",2820,,"complete",5.74,"Aeropyrum pernix K1",,,,"zzz","Mesophilic",211,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Aeropyrum","Desulfurococcales","Both","Chemolithoautotroph, Heterotroph",1.6697,,272557,"Archaea",,"Specialized","Desulfurococcaceae",638154501,"FALSE","FALSE","Free living","Singles","FALSE","K1","Coccus","Crenarchaeota",19.29,"FALSE","FALSE","FALSE","Sphere-shaped",,57757,"pernix",
2,"Betaproteobacteria",61.7,,"FALSE","DOE Joint Genome Institute",639633051,"No","CP000529,CP000531,CP000532,CP000533,CP000534,CP000535,CP000536,CP000537,CP000530",951,"No",0,0,"FALSE","Polaromonas naphthalenivorans CJ2",,"Naphthalene-degrading, PAH-degrading",17.44,"TRUE","Finished","Aerobic","Aerobe",58273,"None","Bacteria",19.02,1332,399,"Gc00486","pna",,"Free living","Mesophile",,"TRUE",13418,"Betaproteobacteria",872,20,5000,"Nonsporulating","complete",7.98,"Polaromonas naphthalenivorans CJ2",,,,"zzz",,13418,"TRUE",,"FALSE","Mesophilic","TRUE","Polaromonas","Burkholderiales","Organic","Heterotroph",5.3474,,365044,"Bacteria",,"Aquatic","Comamonadaceae",639633051,"TRUE","TRUE","Free living",,"FALSE","CJ2","Coccus","Proteobacteria",26.64,"FALSE","FALSE","FALSE","Coccus-shaped",,58273,"naphthalenivorans","Non-Pathogen"
3,"Aquificae",32,,"FALSE","DOE Joint Genome Institute",642555165,"No","CP001080",198,"Yes",0,0,"FALSE","Sulfurihydrogenibium sp. YO3AOP1",,"Sulfur oxidizer",23.26,"FALSE","Finished","Facultative","Facultative",58855,"None","Bacteria",10.86,649,207,"Gc00808","sul",,"Free living","Thermophile",,"FALSE",18889,"Aquificae",424,0,1823,,"complete",11.35,"Sulfurihydrogenibium sp. YO3AOP1",,,,"Obsidian Hot Spring Microbial Community Genomics",,18889,"FALSE",,"FALSE","Thermophilic","FALSE","Sulfurihydrogenibium","Aquificales","Both","Chemolithoautotroph, Heterotroph",1.83844,,436114,"Bacteria",,"Specialized","Hydrogenothermaceae",642555165,"FALSE","FALSE","Free living",,"FALSE","YO3AOP1","Rod","Aquificae",35.6,"FALSE","FALSE","FALSE","Rod-shaped",,58855,"sp.","Acidophile"
6,"Bacteroidetes/Chlorobi",43.1,,"FALSE","Sanger Institute",637000024,"Human","CR626927,CR626928",817,,0,0,"TRUE","Bacteroides fragilis NCTC 9343","Gastrointestinal tract",,13.81,"FALSE","Finished","Anaerobic","Obligate anaerobe",57639,"Abscesses, Diarrhea","Bacteria",18.56,842,296,"Gc00260","bfs",,"Free living","Mesophile",,"TRUE",46,"Bacteroidia",608,37,4403,,"complete",6.72,"Bacteroides fragilis NCTC 9343",,,"Severe infection, diarrhea, and abcesses","zzz",,46,"TRUE",,"TRUE","Mesophilic","FALSE","Bacteroides","Bacteroidales","Organic","Chemoorganotroph",5.23656,"Singles",272559,"Bacteria","Intestinal tract","Host-associated","Bacteroidaceae",637000024,"FALSE","FALSE","Free living","Singles","FALSE","NCTC 9343","Rod","Bacteroidetes",19.12,"FALSE","TRUE","FALSE","Rod-shaped",,57639,"fragilis","Pathogen"
7,"Gammaproteobacteria",47.7,,"FALSE","Institute of Microbiology and Epidemiology, China",637000354,"Human, Rodent","AE017042,AE017043,AE017044,AE017045,AE017046",669,,0,0,"TRUE","Yersinia pestis bv Microtus 91001",,,17.17,"TRUE","Finished","Facultative","Facultative",58037,"Bubonic plague","Bacteria",14.99,1370,405,"Gc00178","ypm",,"Free living","Mesophile",,"TRUE",10638,"Gammaproteobacteria",766,"28-30",4462,"Nonsporulating","complete",9.08,"Yersinia pestis biovar Microtus str. 91001",,,"Bubonic plague","zzz",,10638,"TRUE",,"TRUE","Mesophilic","TRUE","Yersinia","Enterobacteriales","Organic","Heterotroph",4.80799,"Singles",229193,"Bacteria",,"Multiple","Enterobacteriaceae",637000354,"TRUE","FALSE","Free living","Singles","FALSE","bv Microtus, 91001","Rod","Proteobacteria",30.7,"TRUE","FALSE","FALSE","Rod-shaped",,58037,"pestis","Pathogen"
1,"Alphaproteobacteria",63.1,"No","FALSE","J. Craig Venter Institute, Oregon State Univ",637000103,"No","CP000157",344,"Yes",0,0,"FALSE","Erythrobacter litoralis HTCC2594",,,19.46,"TRUE","Finished","Aerobic","Aerobe",58299,"None","Bacteria",11.21,834,276,"Gc00339","eli",,"Free living","Mesophile",,"TRUE",13480,"Alphaproteobacteria",597,0,3068,"Nonsporulating","complete",9,"Erythrobacter litoralis HTCC2594",,,"None","zzz",,13480,"TRUE",,"TRUE",,"TRUE","Erythrobacter","Sphingomonadales","Inorganic","Phototroph",3.0524,,314225,"Bacteria",,"Aquatic","Erythrobacteraceae",637000103,"FALSE","FALSE","Free living",,"FALSE","HTCC2594","Rod","Proteobacteria",27.18,"FALSE","FALSE","FALSE","Rod-shaped",,58299,"litoralis",
6,"Gammaproteobacteria",39.3,,"FALSE","Genoscope",641522602,"Human","CU459141,CU459137,CU459138,CU459139,CU459140",662,,0,0,"TRUE","Acinetobacter baumannii AYE",,"Prototrophic",19.33,"TRUE","Finished","Aerobic","Aerobe",61637,"Pneumonia, Nocosomial infection","Bacteria",17.36,1081,299,"Gc00732","aby",,"Free living","Mesophile",,"TRUE",28921,"Gammaproteobacteria",737,0,3813,"Nonsporulating","complete",7.84,"Acinetobacter baumannii AYE",,,"Nosocomial infections, nosocomial pneumonia","zzz",,28921,"FALSE",,"FALSE","Mesophilic","TRUE","Acinetobacter","Pseudomonadales","Organic","Heterotroph, Chemoheterotroph",4.04829,"Singles",509173,"Bacteria",,"Aquatic","Moraxellaceae",641522602,"TRUE","FALSE","Free living",,"FALSE","AYE","Pleomorphic rod","Proteobacteria",28.35,"TRUE","FALSE","FALSE","Rod-shaped",,61637,"baumannii","Pathogen, MDR (Multi-drug resistant), Antibiotic resistant, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)"
5,"Gammaproteobacteria",39.1,,"FALSE","Genoscope",641522603,"Human","CU468230,CU468231,CU468232,CU468233",588,,0,0,"FALSE","Acinetobacter baumannii SDF",,,19.27,"TRUE","Finished","Aerobic","Aerobe",61601,"Nosocomial infection, Pneumonia","Bacteria",19.2,849,272,"Gc00730","abm",,"Free living","Mesophile",,"TRUE",13001,"Gammaproteobacteria",590,37,3062,"Nonsporulating","complete",8.88,"Acinetobacter baumannii SDF",,,"Nosocomial infections, nosocomial pneumonia","zzz","Non-halophilic",13001,"FALSE",,"FALSE","Mesophilic","TRUE","Acinetobacter","Pseudomonadales","Organic","Heterotroph, Chemoheterotroph",3.47805,"Singles",509170,"Bacteria",,"Aquatic","Moraxellaceae",641522603,"TRUE","FALSE","Free living",,"FALSE","SDF","Pleomorphic rod","Proteobacteria",27.73,"FALSE","FALSE","FALSE","Rod-shaped",,61601,"baumannii","Pathogen"
4,"Gammaproteobacteria",64.7,,"FALSE","DOE Joint Genome Institute",640427131,"Human","CP000680",758,"Yes",0,0,"TRUE","Pseudomonas mendocina ymp","Blood","PCP-degrading",18.69,"TRUE","Finished","Aerobic","Aerobe",58723,"Endocarditis, Spondylodiscitis","Bacteria",16.03,1452,388,"Gc00544","pmy",,"Free living","Mesophile",,"TRUE",17457,"Gammaproteobacteria",884,0,4730,"Nonsporulating","complete",8.2,"Pseudomonas mendocina ymp",,,"Spondylodiscitis (rare)","Pseudomonas mendocina ymp","Non-halophilic",17457,"TRUE",,"TRUE",,"TRUE","Pseudomonas","Pseudomonadales","Organic","Heterotroph",5.07281,"Singles",399739,"Bacteria",,"Multiple","Pseudomonadaceae",640427131,"TRUE","FALSE","Free living",,"FALSE","ymp","Rod","Proteobacteria",30.7,"TRUE","FALSE","FALSE","Rod-shaped",,58723,"mendocina","Pathogen"
